Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
38,6,19,8. High Hopes,7. Picatura de cerneala,6. Lush Life,12. L'enfer,11. K La Meteo,5. Titi Me Pregunto,19. Limousine,14. Young and Beautiful,1. Ultima noapte de dragoste
39,7,18,12. L'enfer,13. Bad Romance,5. Titi Me Pregunto,18. Crying in the Club,14. Young and Beautiful,7. Picatura de cerneala,3. Lav Stori,10. Love in Slow Motion,1. Ultima noapte de dragoste
40,10,23,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,6. Lush Life,5. Titi Me Pregunto,7. Picatura de cerneala,17. One Day,9. The Winner Takes It All,23. Acele,16. Dance Again
41,14,21,21. Inainte Sa Ne Fi Nascut,14. Young and Beautiful,8. High Hopes,15. Let's Get Loud,6. Lush Life,5. Titi Me Pregunto,19. Limousine,9. The Winner Takes It All,16. Dance Again
42,8,22,10. Love in Slow Motion,12. L'enfer,8. High Hopes,15. Let's Get Loud,22. Imperfect,2. Ten Seconds to Love,13. Bad Romance,6. Lush Life,5. Titi Me Pregunto
43,14,20,6. Lush Life,16. Dance Again,20. Caliente,2. Ten Seconds to Love,14. Young and Beautiful,5. Titi Me Pregunto,19. Limousine,8. High Hopes,13. Bad Romance
44,13,23,18. Crying in the Club,22. Imperfect,6. Lush Life,23. Acele,15. Let's Get Loud,16. Dance Again,10. Love in Slow Motion,13. Bad Romance,1. Ultima noapte de dragoste
45,15,23,5. Titi Me Pregunto,12. L'enfer,21. Inainte Sa Ne Fi Nascut,23. Acele,19. Limousine,6. Lush Life,13. Bad Romance,2. Ten Seconds to Love,15. Let's Get Loud
46,20,22,20. Caliente,4. Fire,7. Picatura de cerneala,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut,16. Dance Again,3. Lav Stori,14. Young and Beautiful,22. Imperfect
47,8,21,14. Young and Beautiful,19. Limousine,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,12. L'enfer,9. The Winner Takes It All,8. High Hopes,3. Lav Stori,7. Picatura de cerneala
48,9,23,1. Ultima noapte de dragoste,23. Acele,11. K La Meteo,6. Lush Life,7. Picatura de cerneala,9. The Winner Takes It All,15. Let's Get Loud,16. Dance Again,21. Inainte Sa Ne Fi Nascut
49,15,23,5. Titi Me Pregunto,7. Picatura de cerneala,23. Acele,13. Bad Romance,6. Lush Life,17. One Day,15. Let's Get Loud,22. Imperfect,11. K La Meteo
50,14,23,17. One Day,12. L'enfer,9. The Winner Takes It All,6. Lush Life,18. Crying in the Club,14. Young and Beautiful,16. Dance Again,23. Acele,3. Lav Stori
51,14,23,18. Crying in the Club,13. Bad Romance,3. Lav Stori,6. Lush Life,19. Limousine,14. Young and Beautiful,7. Picatura de cerneala,23. Acele,8. High Hopes
52,11,21,21. Inainte Sa Ne Fi Nascut,12. L'enfer,19. Limousine,17. One Day,6. Lush Life,20. Caliente,11. K La Meteo,1. Ultima noapte de dragoste,5. Titi Me Pregunto
53,12,22,3. Lav Stori,12. L'enfer,8. High Hopes,22. Imperfect,11. K La Meteo,10. Love in Slow Motion,18. Crying in the Club,7. Picatura de cerneala,17. One Day
54,13,21,10. Love in Slow Motion,11. K La Meteo,13. Bad Romance,21. Inainte Sa Ne Fi Nascut,20. Caliente,17. One Day,3. Lav Stori,14. Young and Beautiful,4. Fire
55,14,23,20. Caliente,12. L'enfer,16. Dance Again,19. Limousine,23. Acele,8. High Hopes,5. Titi Me Pregunto,14. Young and Beautiful,3. Lav Stori
56,19,23,12. L'enfer,19. Limousine,5. Titi Me Pregunto,16. Dance Again,23. Acele,8. High Hopes,21. Inainte Sa Ne Fi Nascut,9. The Winner Takes It All,20. Caliente
57,9,22,7. Picatura de cerneala,4. Fire,10. Love in Slow Motion,18. Crying in the Club,9. The Winner Takes It All,22. Imperfect,3. Lav Stori,1. Ultima noapte de dragoste,15. Let's Get Loud
58,13,21,9. The Winner Takes It All,18. Crying in the Club,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut,6. Lush Life,19. Limousine,13. Bad Romance,10. Love in Slow Motion,8. High Hopes
59,6,14,5. Titi Me Pregunto,3. Lav Stori,6. Lush Life,11. K La Meteo,14. Young and Beautiful,1. Ultima noapte de dragoste,4. Fire,10. Love in Slow Motion,13. Bad Romance
60,12,19,13. Bad Romance,19. Limousine,8. High Hopes,14. Young and Beautiful,1. Ultima noapte de dragoste,5. Titi Me Pregunto,16. Dance Again,4. Fire,12. L'enfer
61,18,22,19. Limousine,22. Imperfect,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud,20. Caliente,8. High Hopes,18. Crying in the Club,17. One Day,12. L'enfer
62,12,20,3. Lav Stori,14. Young and Beautiful,20. Caliente,19. Limousine,7. Picatura de cerneala,18. Crying in the Club,12. L'enfer,11. K La Meteo,8. High Hopes
63,9,21,13. Bad Romance,14. Young and Beautiful,19. Limousine,3. Lav Stori,9. The Winner Takes It All,8. High Hopes,11. K La Meteo,21. Inainte Sa Ne Fi Nascut,16. Dance Again
64,8,22,8. High Hopes,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,2. Ten Seconds to Love,12. L'enfer,22. Imperfect,4. Fire,9. The Winner Takes It All,18. Crying in the Club
65,10,22,3. Lav Stori,20. Caliente,22. Imperfect,10. Love in Slow Motion,8. High Hopes,1. Ultima noapte de dragoste,12. L'enfer,21. Inainte Sa Ne Fi Nascut,16. Dance Again
66,7,23,5. Titi Me Pregunto,7. Picatura de cerneala,3. Lav Stori,21. Inainte Sa Ne Fi Nascut,23. Acele,16. Dance Again,19. Limousine,15. Let's Get Loud,4. Fire
67,13,18,9. The Winner Takes It All,17. One Day,14. Young and Beautiful,3. Lav Stori,7. Picatura de cerneala,13. Bad Romance,18. Crying in the Club,2. Ten Seconds to Love,4. Fire
68,17,22,17. One Day,10. Love in Slow Motion,14. Young and Beautiful,20. Caliente,21. Inainte Sa Ne Fi Nascut,16. Dance Again,13. Bad Romance,18. Crying in the Club,22. Imperfect
69,17,22,17. One Day,8. High Hopes,7. Picatura de cerneala,22. Imperfect,18. Crying in the Club,21. Inainte Sa Ne Fi Nascut,20. Caliente,12. L'enfer,15. Let's Get Loud
70,11,22,13. Bad Romance,8. High Hopes,12. L'enfer,17. One Day,7. Picatura de cerneala,22. Imperfect,14. Young and Beautiful,11. K La Meteo,19. Limousine
71,12,22,17. One Day,22. Imperfect,3. Lav Stori,16. Dance Again,11. K La Meteo,12. L'enfer,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,1. Ultima noapte de dragoste
72,15,23,22. Imperfect,12. L'enfer,15. Let's Get Loud,4. Fire,19. Limousine,10. Love in Slow Motion,23. Acele,8. High Hopes,1. Ultima noapte de dragoste
73,12,20,10. Love in Slow Motion,14. Young and Beautiful,20. Caliente,12. L'enfer,3. Lav Stori,6. Lush Life,19. Limousine,17. One Day,8. High Hopes
74,12,23,12. L'enfer,4. Fire,10. Love in Slow Motion,16. Dance Again,11. K La Meteo,23. Acele,9. The Winner Takes It All,20. Caliente,6. Lush Life
75,16,23,15. Let's Get Loud,23. Acele,17. One Day,16. Dance Again,3. Lav Stori,1. Ultima noapte de dragoste,19. Limousine,2. Ten Seconds to Love,21. Inainte Sa Ne Fi Nascut
76,8,23,5. Titi Me Pregunto,3. Lav Stori,8. High Hopes,15. Let's Get Loud,16. Dance Again,19. Limousine,23. Acele,20. Caliente,11. K La Meteo
77,10,23,22. Imperfect,19. Limousine,23. Acele,9. The Winner Takes It All,6. Lush Life,10. Love in Slow Motion,14. Young and Beautiful,17. One Day,13. Bad Romance
78,9,22,9. The Winner Takes It All,4. Fire,7. Picatura de cerneala,10. Love in Slow Motion,22. Imperfect,17. One Day,2. Ten Seconds to Love,12. L'enfer,6. Lush Life
79,15,23,14. Young and Beautiful,19. Limousine,9. The Winner Takes It All,23. Acele,7. Picatura de cerneala,18. Crying in the Club,15. Let's Get Loud,12. L'enfer,3. Lav Stori
80,12,22,18. Crying in the Club,17. One Day,16. Dance Again,11. K La Meteo,12. L'enfer,10. Love in Slow Motion,1. Ultima noapte de dragoste,22. Imperfect,15. Let's Get Loud
81,9,18,18. Crying in the Club,11. K La Meteo,13. Bad Romance,12. L'enfer,1. Ultima noapte de dragoste,3. Lav Stori,4. Fire,5. Titi Me Pregunto,9. The Winner Takes It All
82,14,22,14. Young and Beautiful,10. Love in Slow Motion,6. Lush Life,2. Ten Seconds to Love,5. Titi Me Pregunto,18. Crying in the Club,16. Dance Again,22. Imperfect,3. Lav Stori
83,17,21,2. Ten Seconds to Love,20. Caliente,13. Bad Romance,9. The Winner Takes It All,12. L'enfer,17. One Day,18. Crying in the Club,21. Inainte Sa Ne Fi Nascut,16. Dance Again
84,21,23,17. One Day,1. Ultima noapte de dragoste,22. Imperfect,23. Acele,3. Lav Stori,19. Limousine,16. Dance Again,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud
85,7,21,1. Ultima noapte de dragoste,11. K La Meteo,17. One Day,7. Picatura de cerneala,3. Lav Stori,19. Limousine,6. Lush Life,21. Inainte Sa Ne Fi Nascut,8. High Hopes
86,18,23,12. L'enfer,3. Lav Stori,18. Crying in the Club,23. Acele,14. Young and Beautiful,16. Dance Again,1. Ultima noapte de dragoste,20. Caliente,19. Limousine
87,9,23,14. Young and Beautiful,2. Ten Seconds to Love,7. Picatura de cerneala,12. L'enfer,6. Lush Life,23. Acele,10. Love in Slow Motion,9. The Winner Takes It All,8. High Hopes
88,8,21,8. High Hopes,7. Picatura de cerneala,2. Ten Seconds to Love,1. Ultima noapte de dragoste,18. Crying in the Club,17. One Day,21. Inainte Sa Ne Fi Nascut,13. Bad Romance,16. Dance Again
89,13,21,16. Dance Again,12. L'enfer,17. One Day,14. Young and Beautiful,13. Bad Romance,21. Inainte Sa Ne Fi Nascut,18. Crying in the Club,5. Titi Me Pregunto,2. Ten Seconds to Love
90,17,23,14. Young and Beautiful,22. Imperfect,2. Ten Seconds to Love,1. Ultima noapte de dragoste,4. Fire,17. One Day,19. Limousine,23. Acele,20. Caliente
91,16,23,1. Ultima noapte de dragoste,8. High Hopes,16. Dance Again,23. Acele,14. Young and Beautiful,6. Lush Life,5. Titi Me Pregunto,18. Crying in the Club,17. One Day
92,14,23,22. Imperfect,5. Titi Me Pregunto,8. High Hopes,20. Caliente,23. Acele,16. Dance Again,10. Love in Slow Motion,13. Bad Romance,14. Young and Beautiful
93,11,22,10. Love in Slow Motion,21. Inainte Sa Ne Fi Nascut,3. Lav Stori,11. K La Meteo,22. Imperfect,8. High Hopes,7. Picatura de cerneala,13. Bad Romance,19. Limousine
94,14,23,23. Acele,2. Ten Seconds to Love,4. Fire,17. One Day,9. The Winner Takes It All,21. Inainte Sa Ne Fi Nascut,22. Imperfect,14. Young and Beautiful,8. High Hopes
95,19,23,19. Limousine,4. Fire,18. Crying in the Club,3. Lav Stori,13. Bad Romance,20. Caliente,14. Young and Beautiful,23. Acele,7. Picatura de cerneala
96,12,23,19. Limousine,21. Inainte Sa Ne Fi Nascut,7. Picatura de cerneala,3. Lav Stori,12. L'enfer,8. High Hopes,1. Ultima noapte de dragoste,17. One Day,23. Acele
97,14,21,14. Young and Beautiful,8. High Hopes,11. K La Meteo,9. The Winner Takes It All,18. Crying in the Club,17. One Day,13. Bad Romance,21. Inainte Sa Ne Fi Nascut,5. Titi Me Pregunto
98,10,23,7. Picatura de cerneala,17. One Day,22. Imperfect,10. Love in Slow Motion,2. Ten Seconds to Love,16. Dance Again,8. High Hopes,6. Lush Life,23. Acele
99,14,21,14. Young and Beautiful,2. Ten Seconds to Love,11. K La Meteo,21. Inainte Sa Ne Fi Nascut,6. Lush Life,16. Dance Again,20. Caliente,15. Let's Get Loud,8. High Hopes
100,13,21,1. Ultima noapte de dragoste,19. Limousine,16. Dance Again,15. Let's Get Loud,21. Inainte Sa Ne Fi Nascut,18. Crying in the Club,5. Titi Me Pregunto,4. Fire,13. Bad Romance
101,6,23,4. Fire,19. Limousine,16. Dance Again,6. Lush Life,18. Crying in the Club,17. One Day,5. Titi Me Pregunto,3. Lav Stori,23. Acele
102,10,22,17. One Day,1. Ultima noapte de dragoste,14. Young and Beautiful,10. Love in Slow Motion,6. Lush Life,2. Ten Seconds to Love,4. Fire,22. Imperfect,8. High Hopes
103,14,23,5. Titi Me Pregunto,16. Dance Again,15. Let's Get Loud,23. Acele,3. Lav Stori,1. Ultima noapte de dragoste,4. Fire,10. Love in Slow Motion,14. Young and Beautiful
104,17,23,9. The Winner Takes It All,23. Acele,15. Let's Get Loud,6. Lush Life,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,18. Crying in the Club,22. Imperfect,17. One Day
105,9,23,23. Acele,7. Picatura de cerneala,3. Lav Stori,17. One Day,13. Bad Romance,6. Lush Life,18. Crying in the Club,12. L'enfer,9. The Winner Takes It All
106,17,22,16. Dance Again,22. Imperfect,6. Lush Life,8. High Hopes,4. Fire,19. Limousine,17. One Day,18. Crying in the Club,1. Ultima noapte de dragoste
107,10,23,10. Love in Slow Motion,15. Let's Get Loud,23. Acele,3. Lav Stori,1. Ultima noapte de dragoste,11. K La Meteo,6. Lush Life,8. High Hopes,19. Limousine
108,10,18,12. L'enfer,4. Fire,6. Lush Life,3. Lav Stori,18. Crying in the Club,11. K La Meteo,2. Ten Seconds to Love,8. High Hopes,10. Love in Slow Motion
109,7,22,9. The Winner Takes It All,8. High Hopes,14. Young and Beautiful,22. Imperfect,13. Bad Romance,21. Inainte Sa Ne Fi Nascut,7. Picatura de cerneala,3. Lav Stori,5. Titi Me Pregunto
110,7,23,23. Acele,11. K La Meteo,5. Titi Me Pregunto,18. Crying in the Club,14. Young and Beautiful,6. Lush Life,12. L'enfer,20. Caliente,7. Picatura de cerneala
111,9,20,20. Caliente,13. Bad Romance,3. Lav Stori,19. Limousine,15. Let's Get Loud,16. Dance Again,1. Ultima noapte de dragoste,9. The Winner Takes It All,5. Titi Me Pregunto
112,10,23,10. Love in Slow Motion,9. The Winner Takes It All,7. Picatura de cerneala,2. Ten Seconds to Love,6. Lush Life,14. Young and Beautiful,23. Acele,17. One Day,1. Ultima noapte de dragoste
113,9,17,1. Ultima noapte de dragoste,12. L'enfer,2. Ten Seconds to Love,9. The Winner Takes It All,6. Lush Life,17. One Day,3. Lav Stori,11. K La Meteo,5. Titi Me Pregunto
114,10,21,21. Inainte Sa Ne Fi Nascut,10. Love in Slow Motion,5. Titi Me Pregunto,4. Fire,6. Lush Life,15. Let's Get Loud,2. Ten Seconds to Love,1. Ultima noapte de dragoste,18. Crying in the Club
115,15,23,14. Young and Beautiful,15. Let's Get Loud,10. Love in Slow Motion,17. One Day,11. K La Meteo,18. Crying in the Club,23. Acele,2. Ten Seconds to Love,13. Bad Romance
116,17,20,18. Crying in the Club,9. The Winner Takes It All,4. Fire,10. Love in Slow Motion,17. One Day,20. Caliente,16. Dance Again,12. L'enfer,19. Limousine
117,8,21,21. Inainte Sa Ne Fi Nascut,15. Let's Get Loud,2. Ten Seconds to Love,7. Picatura de cerneala,19. Limousine,8. High Hopes,14. Young and Beautiful,12. L'enfer,4. Fire
118,14,19,11. K La Meteo,18. Crying in the Club,9. The Winner Takes It All,4. Fire,19. Limousine,16. Dance Again,14. Young and Beautiful,7. Picatura de cerneala,17. One Day
119,13,21,20. Caliente,9. The Winner Takes It All,15. Let's Get Loud,13. Bad Romance,11. K La Meteo,8. High Hopes,3. Lav Stori,21. Inainte Sa Ne Fi Nascut,1. Ultima noapte de dragoste
120,8,23,14. Young and Beautiful,8. High Hopes,21. Inainte Sa Ne Fi Nascut,13. Bad Romance,4. Fire,23. Acele,15. Let's Get Loud,6. Lush Life,1. Ultima noapte de dragoste
121,16,21,8. High Hopes,16. Dance Again,5. Titi Me Pregunto,20. Caliente,21. Inainte Sa Ne Fi Nascut,9. The Winner Takes It All,10. Love in Slow Motion,17. One Day,18. Crying in the Club
122,15,23,15. Let's Get Loud,12. L'enfer,1. Ultima noapte de dragoste,22. Imperfect,7. Picatura de cerneala,9. The Winner Takes It All,5. Titi Me Pregunto,23. Acele,17. One Day
123,11,21,6. Lush Life,11. K La Meteo,16. Dance Again,13. Bad Romance,10. Love in Slow Motion,15. Let's Get Loud,9. The Winner Takes It All,5. Titi Me Pregunto,21. Inainte Sa Ne Fi Nascut
124,14,21,9. The Winner Takes It All,2. Ten Seconds to Love,18. Crying in the Club,17. One Day,21. Inainte Sa Ne Fi Nascut,19. Limousine,3. Lav Stori,1. Ultima noapte de dragoste,14. Young and Beautiful
125,15,23,15. Let's Get Loud,18. Crying in the Club,8. High Hopes,6. Lush Life,23. Acele,9. The Winner Takes It All,11. K La Meteo,1. Ultima noapte de dragoste,21. Inainte Sa Ne Fi Nascut
126,12,22,6. Lush Life,11. K La Meteo,12. L'enfer,7. Picatura de cerneala,17. One Day,13. Bad Romance,20. Caliente,22. Imperfect,5. Titi Me Pregunto
127,9,23,9. The Winner Takes It All,4. Fire,6. Lush Life,11. K La Meteo,18. Crying in the Club,16. Dance Again,10. Love in Slow Motion,15. Let's Get Loud,23. Acele
128,16,21,10. Love in Slow Motion,7. Picatura de cerneala,16. Dance Again,13. Bad Romance,21. Inainte Sa Ne Fi Nascut,6. Lush Life,20. Caliente,1. Ultima noapte de dragoste,2. Ten Seconds to Love
129,17,21,13. Bad Romance,10. Love in Slow Motion,18. Crying in the Club,8. High Hopes,21. Inainte Sa Ne Fi Nascut,11. K La Meteo,17. One Day,9. The Winner Takes It All,1. Ultima noapte de dragoste
130,14,23,22. Imperfect,9. The Winner Takes It All,11. K La Meteo,2. Ten Seconds to Love,14. Young and Beautiful,17. One Day,12. L'enfer,7. Picatura de cerneala,23. Acele
131,18,22,18. Crying in the Club,16. Dance Again,4. Fire,1. Ultima noapte de dragoste,9. The Winner Takes It All,19. Limousine,3. Lav Stori,22. Imperfect,20. Caliente
132,15,22,21. Inainte Sa Ne Fi Nascut,2. Ten Seconds to Love,6. Lush Life,20. Caliente,15. Let's Get Loud,17. One Day,10. Love in Slow Motion,7. Picatura de cerneala,22. Imperfect
133,11,23,13. Bad Romance,7. Picatura de cerneala,10. Love in Slow Motion,12. L'enfer,5. Titi Me Pregunto,11. K La Meteo,18. Crying in the Club,23. Acele,3. Lav Stori
134,14,23,23. Acele,13. Bad Romance,4. Fire,10. Love in Slow Motion,14. Young and Beautiful,18. Crying in the Club,17. One Day,8. High Hopes,7. Picatura de cerneala
135,12,20,7. Picatura de cerneala,11. K La Meteo,16. Dance Again,20. Caliente,1. Ultima noapte de dragoste,14. Young and Beautiful,5. Titi Me Pregunto,12. L'enfer,17. One Day
136,12,22,2. Ten Seconds to Love,15. Let's Get Loud,9. The Winner Takes It All,20. Caliente,22. Imperfect,17. One Day,4. Fire,12. L'enfer,7. Picatura de cerneala
137,12,23,16. Dance Again,3. Lav Stori,1. Ultima noapte de dragoste,23. Acele,8. High Hopes,20. Caliente,17. One Day,12. L'enfer,10. Love in Slow Motion
138,10,22,6. Lush Life,4. Fire,10. Love in Slow Motion,5. Titi Me Pregunto,17. One Day,16. Dance Again,15. Let's Get Loud,13. Bad Romance,22. Imperfect
139,7,21,20. Caliente,14. Young and Beautiful,19. Limousine,21. Inainte Sa Ne Fi Nascut,8. High Hopes,2. Ten Seconds to Love,7. Picatura de cerneala,1. Ultima noapte de dragoste,4. Fire
140,14,20,10. Love in Slow Motion,16. Dance Again,11. K La Meteo,20. Caliente,3. Lav Stori,9. The Winner Takes It All,5. Titi Me Pregunto,13. Bad Romance,14. Young and Beautiful
141,12,23,2. Ten Seconds to Love,10. Love in Slow Motion,12. L'enfer,19. Limousine,8. High Hopes,18. Crying in the Club,5. Titi Me Pregunto,20. Caliente,23. Acele
142,6,22,13. Bad Romance,3. Lav Stori,22. Imperfect,6. Lush Life,4. Fire,5. Titi Me Pregunto,1. Ultima noapte de dragoste,9. The Winner Takes It All,12. L'enfer
143,8,23,9. The Winner Takes It All,5. Titi Me Pregunto,13. Bad Romance,3. Lav Stori,1. Ultima noapte de dragoste,8. High Hopes,22. Imperfect,15. Let's Get Loud,23. Acele
144,9,19,7. Picatura de cerneala,5. Titi Me Pregunto,9. The Winner Takes It All,19. Limousine,14. Young and Beautiful,18. Crying in the Club,13. Bad Romance,6. Lush Life,12. L'enfer
145,12,22,4. Fire,12. L'enfer,14. Young and Beautiful,22. Imperfect,6. Lush Life,1. Ultima noapte de dragoste,13. Bad Romance,10. Love in Slow Motion,8. High Hopes
