Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
26,27,49,27. Beneath Your Beautiful,2. All of Me,16. Worldwide,31. Love On Top,32. Stay,42. Sugar,28. Never Let Me Go,15. I Told You Things,49. Treat You Better
27,19,45,28. Never Let Me Go,2. All of Me,19. Cosmic Love,45. Story of My Life,44. Marry You,15. I Told You Things,18. Can't Remember to Forget You,29. Adventure Of A Lifetime,16. Worldwide
28,31,52,45. Story of My Life,36. New Romantics (Taylor's Version),14. PILLOWTALK,19. Cosmic Love,3. Perfect,31. Love On Top,52. Just Give Me A Reason,7. Let Her Go,34. Levitating
29,13,33,19. Cosmic Love,18. Can't Remember to Forget You,29. Adventure Of A Lifetime,33. Rolling in the Deep,3. Perfect,10. Love Someone,13. That’s So True,11. Rewrite The Stars,4. Just the Way You Are
30,12,53,1. Rosemary,25. Skin and Bones,53. Next To Me,12. Another Love,29. Adventure Of A Lifetime,24. Die For You,6. I Wanna Be Yours,"37. 10,000 Hours",18. Can't Remember to Forget You
31,48,55,48. Payphone,6. I Wanna Be Yours,3. Perfect,55. Paradise,43. Mirrors,15. I Told You Things,31. Love On Top,49. Treat You Better,52. Just Give Me A Reason
32,19,37,26. Work Song,14. PILLOWTALK,33. Rolling in the Deep,31. Love On Top,35. Nonsense,"37. 10,000 Hours",19. Cosmic Love,6. I Wanna Be Yours,7. Let Her Go
33,17,47,45. Story of My Life,2. All of Me,10. Love Someone,47. A Sky Full Of Stars,9. Grenade,43. Mirrors,28. Never Let Me Go,17. Felices los 4,"37. 10,000 Hours"
34,23,47,23. All Too Well (Taylor's Version),27. Beneath Your Beautiful,22. Heat Above,18. Can't Remember to Forget You,45. Story of My Life,47. A Sky Full Of Stars,17. Felices los 4,30. Adore You,28. Never Let Me Go
35,43,50,32. Stay,42. Sugar,45. Story of My Life,30. Adore You,43. Mirrors,36. New Romantics (Taylor's Version),44. Marry You,50. Ordinary,33. Rolling in the Deep
36,24,51,51. Young and Beautiful,8. Mystery of Love,21. Can Old Lovers Ever Just Be Friends?,24. Die For You,22. Heat Above,20. Fire On Fire,45. Story of My Life,46. Love Me Like You Do,"37. 10,000 Hours"
37,30,48,27. Beneath Your Beautiful,48. Payphone,44. Marry You,32. Stay,9. Grenade,13. That’s So True,18. Can't Remember to Forget You,24. Die For You,30. Adore You
38,23,40,35. Nonsense,7. Let Her Go,40. It's Not Living (If It's Not With You),5. A Thousand Years,23. All Too Well (Taylor's Version),11. Rewrite The Stars,28. Never Let Me Go,2. All of Me,36. New Romantics (Taylor's Version)
39,23,55,55. Paradise,14. PILLOWTALK,27. Beneath Your Beautiful,50. Ordinary,25. Skin and Bones,5. A Thousand Years,21. Can Old Lovers Ever Just Be Friends?,20. Fire On Fire,23. All Too Well (Taylor's Version)
40,32,45,29. Adventure Of A Lifetime,28. Never Let Me Go,32. Stay,45. Story of My Life,33. Rolling in the Deep,11. Rewrite The Stars,39. One Thing,9. Grenade,14. PILLOWTALK
41,26,44,30. Adore You,34. Levitating,21. Can Old Lovers Ever Just Be Friends?,40. It's Not Living (If It's Not With You),44. Marry You,26. Work Song,9. Grenade,32. Stay,22. Heat Above
42,24,53,7. Let Her Go,4. Just the Way You Are,24. Die For You,36. New Romantics (Taylor's Version),28. Never Let Me Go,9. Grenade,45. Story of My Life,17. Felices los 4,53. Next To Me
43,42,47,11. Rewrite The Stars,19. Cosmic Love,43. Mirrors,45. Story of My Life,1. Rosemary,47. A Sky Full Of Stars,23. All Too Well (Taylor's Version),42. Sugar,13. That’s So True
44,17,43,"37. 10,000 Hours",34. Levitating,43. Mirrors,1. Rosemary,26. Work Song,18. Can't Remember to Forget You,16. Worldwide,17. Felices los 4,15. I Told You Things
45,24,51,40. It's Not Living (If It's Not With You),44. Marry You,13. That’s So True,51. Young and Beautiful,11. Rewrite The Stars,28. Never Let Me Go,6. I Wanna Be Yours,24. Die For You,22. Heat Above
46,19,55,39. One Thing,41. Dive,55. Paradise,16. Worldwide,14. PILLOWTALK,19. Cosmic Love,9. Grenade,34. Levitating,43. Mirrors
47,20,42,10. Love Someone,11. Rewrite The Stars,20. Fire On Fire,33. Rolling in the Deep,42. Sugar,13. That’s So True,39. One Thing,36. New Romantics (Taylor's Version),34. Levitating
48,30,55,4. Just the Way You Are,8. Mystery of Love,38. Boyfriend,53. Next To Me,13. That’s So True,18. Can't Remember to Forget You,55. Paradise,30. Adore You,11. Rewrite The Stars
49,43,55,35. Nonsense,52. Just Give Me A Reason,10. Love Someone,54. Jealous,29. Adventure Of A Lifetime,43. Mirrors,12. Another Love,55. Paradise,27. Beneath Your Beautiful
50,42,53,27. Beneath Your Beautiful,3. Perfect,42. Sugar,51. Young and Beautiful,11. Rewrite The Stars,43. Mirrors,19. Cosmic Love,53. Next To Me,30. Adore You
51,34,53,47. A Sky Full Of Stars,45. Story of My Life,8. Mystery of Love,23. All Too Well (Taylor's Version),34. Levitating,12. Another Love,"37. 10,000 Hours",9. Grenade,53. Next To Me
52,17,48,1. Rosemary,21. Can Old Lovers Ever Just Be Friends?,44. Marry You,48. Payphone,"37. 10,000 Hours",20. Fire On Fire,3. Perfect,17. Felices los 4,12. Another Love
53,20,53,16. Worldwide,33. Rolling in the Deep,28. Never Let Me Go,20. Fire On Fire,5. A Thousand Years,53. Next To Me,12. Another Love,24. Die For You,14. PILLOWTALK
54,34,46,5. A Thousand Years,13. That’s So True,34. Levitating,46. Love Me Like You Do,17. Felices los 4,6. I Wanna Be Yours,12. Another Love,41. Dive,9. Grenade
55,35,55,20. Fire On Fire,35. Nonsense,25. Skin and Bones,46. Love Me Like You Do,55. Paradise,15. I Told You Things,23. All Too Well (Taylor's Version),11. Rewrite The Stars,50. Ordinary
56,18,54,27. Beneath Your Beautiful,54. Jealous,18. Can't Remember to Forget You,15. I Told You Things,30. Adore You,14. PILLOWTALK,26. Work Song,1. Rosemary,5. A Thousand Years
57,35,43,23. All Too Well (Taylor's Version),12. Another Love,35. Nonsense,43. Mirrors,42. Sugar,28. Never Let Me Go,2. All of Me,"37. 10,000 Hours",22. Heat Above
58,15,49,12. Another Love,2. All of Me,49. Treat You Better,3. Perfect,15. I Told You Things,20. Fire On Fire,46. Love Me Like You Do,13. That’s So True,42. Sugar
59,19,50,11. Rewrite The Stars,5. A Thousand Years,41. Dive,40. It's Not Living (If It's Not With You),50. Ordinary,14. PILLOWTALK,17. Felices los 4,9. Grenade,19. Cosmic Love
60,34,53,47. A Sky Full Of Stars,6. I Wanna Be Yours,38. Boyfriend,1. Rosemary,34. Levitating,11. Rewrite The Stars,14. PILLOWTALK,10. Love Someone,53. Next To Me
61,16,50,8. Mystery of Love,2. All of Me,48. Payphone,47. A Sky Full Of Stars,16. Worldwide,50. Ordinary,5. A Thousand Years,4. Just the Way You Are,46. Love Me Like You Do
62,29,55,54. Jealous,34. Levitating,43. Mirrors,55. Paradise,26. Work Song,12. Another Love,20. Fire On Fire,14. PILLOWTALK,29. Adventure Of A Lifetime
63,24,53,19. Cosmic Love,7. Let Her Go,33. Rolling in the Deep,8. Mystery of Love,10. Love Someone,39. One Thing,34. Levitating,24. Die For You,53. Next To Me
64,38,54,1. Rosemary,38. Boyfriend,50. Ordinary,9. Grenade,18. Can't Remember to Forget You,54. Jealous,40. It's Not Living (If It's Not With You),10. Love Someone,19. Cosmic Love
65,34,49,49. Treat You Better,41. Dive,19. Cosmic Love,34. Levitating,29. Adventure Of A Lifetime,2. All of Me,39. One Thing,8. Mystery of Love,40. It's Not Living (If It's Not With You)
66,32,47,38. Boyfriend,25. Skin and Bones,47. A Sky Full Of Stars,20. Fire On Fire,32. Stay,2. All of Me,35. Nonsense,45. Story of My Life,11. Rewrite The Stars
67,38,47,13. That’s So True,46. Love Me Like You Do,47. A Sky Full Of Stars,43. Mirrors,27. Beneath Your Beautiful,16. Worldwide,12. Another Love,33. Rolling in the Deep,38. Boyfriend
68,33,51,24. Die For You,9. Grenade,47. A Sky Full Of Stars,33. Rolling in the Deep,26. Work Song,8. Mystery of Love,50. Ordinary,51. Young and Beautiful,27. Beneath Your Beautiful
69,37,41,21. Can Old Lovers Ever Just Be Friends?,7. Let Her Go,41. Dive,32. Stay,"37. 10,000 Hours",19. Cosmic Love,40. It's Not Living (If It's Not With You),24. Die For You,38. Boyfriend
70,29,51,8. Mystery of Love,36. New Romantics (Taylor's Version),38. Boyfriend,29. Adventure Of A Lifetime,14. PILLOWTALK,51. Young and Beautiful,15. I Told You Things,6. I Wanna Be Yours,40. It's Not Living (If It's Not With You)
71,43,55,54. Jealous,30. Adore You,14. PILLOWTALK,49. Treat You Better,43. Mirrors,50. Ordinary,55. Paradise,26. Work Song,52. Just Give Me A Reason
72,18,54,26. Work Song,23. All Too Well (Taylor's Version),13. That’s So True,41. Dive,54. Jealous,18. Can't Remember to Forget You,1. Rosemary,27. Beneath Your Beautiful,4. Just the Way You Are
73,24,53,51. Young and Beautiful,42. Sugar,10. Love Someone,53. Next To Me,38. Boyfriend,23. All Too Well (Taylor's Version),36. New Romantics (Taylor's Version),4. Just the Way You Are,24. Die For You
74,20,36,28. Never Let Me Go,6. I Wanna Be Yours,36. New Romantics (Taylor's Version),12. Another Love,33. Rolling in the Deep,26. Work Song,14. PILLOWTALK,20. Fire On Fire,8. Mystery of Love
75,15,42,20. Fire On Fire,21. Can Old Lovers Ever Just Be Friends?,42. Sugar,22. Heat Above,40. It's Not Living (If It's Not With You),36. New Romantics (Taylor's Version),15. I Told You Things,5. A Thousand Years,13. That’s So True
76,49,55,46. Love Me Like You Do,49. Treat You Better,14. PILLOWTALK,55. Paradise,36. New Romantics (Taylor's Version),13. That’s So True,16. Worldwide,9. Grenade,54. Jealous
77,25,52,8. Mystery of Love,52. Just Give Me A Reason,28. Never Let Me Go,25. Skin and Bones,49. Treat You Better,5. A Thousand Years,4. Just the Way You Are,36. New Romantics (Taylor's Version),44. Marry You
78,34,50,4. Just the Way You Are,34. Levitating,25. Skin and Bones,50. Ordinary,15. I Told You Things,49. Treat You Better,16. Worldwide,19. Cosmic Love,47. A Sky Full Of Stars
79,16,46,46. Love Me Like You Do,16. Worldwide,25. Skin and Bones,36. New Romantics (Taylor's Version),10. Love Someone,40. It's Not Living (If It's Not With You),23. All Too Well (Taylor's Version),15. I Told You Things,13. That’s So True
80,35,50,49. Treat You Better,50. Ordinary,23. All Too Well (Taylor's Version),11. Rewrite The Stars,5. A Thousand Years,35. Nonsense,7. Let Her Go,38. Boyfriend,2. All of Me
81,29,49,4. Just the Way You Are,18. Can't Remember to Forget You,49. Treat You Better,29. Adventure Of A Lifetime,3. Perfect,9. Grenade,24. Die For You,41. Dive,11. Rewrite The Stars
82,39,54,31. Love On Top,39. One Thing,40. It's Not Living (If It's Not With You),24. Die For You,13. That’s So True,54. Jealous,41. Dive,16. Worldwide,45. Story of My Life
83,43,54,38. Boyfriend,29. Adventure Of A Lifetime,43. Mirrors,15. I Told You Things,51. Young and Beautiful,33. Rolling in the Deep,54. Jealous,32. Stay,7. Let Her Go
84,20,42,39. One Thing,33. Rolling in the Deep,32. Stay,10. Love Someone,20. Fire On Fire,9. Grenade,"37. 10,000 Hours",1. Rosemary,42. Sugar
85,13,53,22. Heat Above,36. New Romantics (Taylor's Version),53. Next To Me,13. That’s So True,12. Another Love,9. Grenade,52. Just Give Me A Reason,41. Dive,2. All of Me
86,38,54,3. Perfect,54. Jealous,43. Mirrors,44. Marry You,19. Cosmic Love,22. Heat Above,29. Adventure Of A Lifetime,11. Rewrite The Stars,38. Boyfriend
87,23,49,39. One Thing,7. Let Her Go,49. Treat You Better,41. Dive,17. Felices los 4,46. Love Me Like You Do,34. Levitating,23. All Too Well (Taylor's Version),1. Rosemary
88,31,55,44. Marry You,48. Payphone,17. Felices los 4,55. Paradise,45. Story of My Life,31. Love On Top,52. Just Give Me A Reason,47. A Sky Full Of Stars,5. A Thousand Years
89,26,43,32. Stay,31. Love On Top,39. One Thing,26. Work Song,17. Felices los 4,11. Rewrite The Stars,3. Perfect,20. Fire On Fire,43. Mirrors
90,41,55,10. Love Someone,41. Dive,23. All Too Well (Taylor's Version),34. Levitating,32. Stay,43. Mirrors,55. Paradise,36. New Romantics (Taylor's Version),20. Fire On Fire
91,41,49,4. Just the Way You Are,46. Love Me Like You Do,19. Cosmic Love,41. Dive,26. Work Song,49. Treat You Better,13. That’s So True,45. Story of My Life,16. Worldwide
92,41,54,46. Love Me Like You Do,54. Jealous,22. Heat Above,51. Young and Beautiful,8. Mystery of Love,41. Dive,3. Perfect,42. Sugar,4. Just the Way You Are
93,33,54,30. Adore You,54. Jealous,32. Stay,24. Die For You,3. Perfect,39. One Thing,33. Rolling in the Deep,7. Let Her Go,6. I Wanna Be Yours
94,15,46,15. I Told You Things,45. Story of My Life,34. Levitating,7. Let Her Go,44. Marry You,46. Love Me Like You Do,2. All of Me,6. I Wanna Be Yours,"37. 10,000 Hours"
95,17,54,17. Felices los 4,15. I Told You Things,1. Rosemary,54. Jealous,32. Stay,36. New Romantics (Taylor's Version),49. Treat You Better,9. Grenade,16. Worldwide
96,38,49,30. Adore You,49. Treat You Better,18. Can't Remember to Forget You,33. Rolling in the Deep,43. Mirrors,38. Boyfriend,45. Story of My Life,1. Rosemary,3. Perfect
97,31,45,45. Story of My Life,33. Rolling in the Deep,16. Worldwide,22. Heat Above,43. Mirrors,13. That’s So True,6. I Wanna Be Yours,9. Grenade,31. Love On Top
98,23,48,24. Die For You,23. All Too Well (Taylor's Version),27. Beneath Your Beautiful,12. Another Love,8. Mystery of Love,28. Never Let Me Go,22. Heat Above,20. Fire On Fire,48. Payphone
99,28,55,41. Dive,22. Heat Above,7. Let Her Go,2. All of Me,28. Never Let Me Go,51. Young and Beautiful,53. Next To Me,17. Felices los 4,55. Paradise
100,35,50,42. Sugar,34. Levitating,19. Cosmic Love,50. Ordinary,31. Love On Top,27. Beneath Your Beautiful,46. Love Me Like You Do,35. Nonsense,47. A Sky Full Of Stars
101,44,50,34. Levitating,38. Boyfriend,49. Treat You Better,47. A Sky Full Of Stars,50. Ordinary,8. Mystery of Love,44. Marry You,11. Rewrite The Stars,4. Just the Way You Are
102,27,55,33. Rolling in the Deep,27. Beneath Your Beautiful,55. Paradise,38. Boyfriend,12. Another Love,4. Just the Way You Are,29. Adventure Of A Lifetime,21. Can Old Lovers Ever Just Be Friends?,46. Love Me Like You Do
103,35,46,43. Mirrors,"37. 10,000 Hours",25. Skin and Bones,15. I Told You Things,21. Can Old Lovers Ever Just Be Friends?,35. Nonsense,13. That’s So True,46. Love Me Like You Do,44. Marry You
104,19,49,43. Mirrors,11. Rewrite The Stars,45. Story of My Life,32. Stay,49. Treat You Better,44. Marry You,19. Cosmic Love,10. Love Someone,1. Rosemary
105,23,52,39. One Thing,13. That’s So True,3. Perfect,50. Ordinary,18. Can't Remember to Forget You,38. Boyfriend,34. Levitating,23. All Too Well (Taylor's Version),52. Just Give Me A Reason
106,18,55,21. Can Old Lovers Ever Just Be Friends?,7. Let Her Go,43. Mirrors,12. Another Love,18. Can't Remember to Forget You,32. Stay,14. PILLOWTALK,15. I Told You Things,55. Paradise
107,33,41,13. That’s So True,4. Just the Way You Are,40. It's Not Living (If It's Not With You),33. Rolling in the Deep,11. Rewrite The Stars,6. I Wanna Be Yours,8. Mystery of Love,36. New Romantics (Taylor's Version),41. Dive
108,40,53,18. Can't Remember to Forget You,23. All Too Well (Taylor's Version),51. Young and Beautiful,50. Ordinary,53. Next To Me,22. Heat Above,5. A Thousand Years,39. One Thing,40. It's Not Living (If It's Not With You)
109,46,54,15. I Told You Things,35. Nonsense,47. A Sky Full Of Stars,53. Next To Me,13. That’s So True,31. Love On Top,6. I Wanna Be Yours,46. Love Me Like You Do,54. Jealous
110,33,45,7. Let Her Go,41. Dive,3. Perfect,24. Die For You,39. One Thing,5. A Thousand Years,45. Story of My Life,12. Another Love,33. Rolling in the Deep
111,32,48,40. It's Not Living (If It's Not With You),43. Mirrors,32. Stay,3. Perfect,36. New Romantics (Taylor's Version),26. Work Song,1. Rosemary,48. Payphone,24. Die For You
112,35,55,16. Worldwide,36. New Romantics (Taylor's Version),21. Can Old Lovers Ever Just Be Friends?,51. Young and Beautiful,55. Paradise,35. Nonsense,19. Cosmic Love,53. Next To Me,32. Stay
113,23,52,23. All Too Well (Taylor's Version),16. Worldwide,17. Felices los 4,5. A Thousand Years,52. Just Give Me A Reason,22. Heat Above,7. Let Her Go,50. Ordinary,35. Nonsense
114,25,52,10. Love Someone,52. Just Give Me A Reason,51. Young and Beautiful,3. Perfect,11. Rewrite The Stars,29. Adventure Of A Lifetime,25. Skin and Bones,6. I Wanna Be Yours,46. Love Me Like You Do
115,27,47,47. A Sky Full Of Stars,13. That’s So True,40. It's Not Living (If It's Not With You),24. Die For You,4. Just the Way You Are,35. Nonsense,43. Mirrors,27. Beneath Your Beautiful,21. Can Old Lovers Ever Just Be Friends?
116,31,51,31. Love On Top,4. Just the Way You Are,21. Can Old Lovers Ever Just Be Friends?,42. Sugar,36. New Romantics (Taylor's Version),24. Die For You,28. Never Let Me Go,39. One Thing,51. Young and Beautiful
117,13,46,10. Love Someone,8. Mystery of Love,24. Die For You,"37. 10,000 Hours",12. Another Love,25. Skin and Bones,46. Love Me Like You Do,13. That’s So True,44. Marry You
118,36,51,39. One Thing,14. PILLOWTALK,36. New Romantics (Taylor's Version),25. Skin and Bones,38. Boyfriend,17. Felices los 4,12. Another Love,51. Young and Beautiful,18. Can't Remember to Forget You
119,41,54,43. Mirrors,22. Heat Above,34. Levitating,9. Grenade,19. Cosmic Love,54. Jealous,31. Love On Top,41. Dive,53. Next To Me
120,19,48,41. Dive,27. Beneath Your Beautiful,5. A Thousand Years,18. Can't Remember to Forget You,20. Fire On Fire,19. Cosmic Love,48. Payphone,26. Work Song,8. Mystery of Love
121,31,55,33. Rolling in the Deep,42. Sugar,31. Love On Top,43. Mirrors,22. Heat Above,11. Rewrite The Stars,53. Next To Me,55. Paradise,29. Adventure Of A Lifetime
122,34,54,34. Levitating,42. Sugar,33. Rolling in the Deep,9. Grenade,46. Love Me Like You Do,54. Jealous,17. Felices los 4,39. One Thing,26. Work Song
123,26,53,26. Work Song,53. Next To Me,4. Just the Way You Are,20. Fire On Fire,44. Marry You,29. Adventure Of A Lifetime,22. Heat Above,30. Adore You,19. Cosmic Love
124,39,49,40. It's Not Living (If It's Not With You),24. Die For You,49. Treat You Better,42. Sugar,23. All Too Well (Taylor's Version),44. Marry You,14. PILLOWTALK,39. One Thing,48. Payphone
125,23,46,39. One Thing,46. Love Me Like You Do,24. Die For You,19. Cosmic Love,23. All Too Well (Taylor's Version),15. I Told You Things,11. Rewrite The Stars,43. Mirrors,28. Never Let Me Go
126,32,54,32. Stay,54. Jealous,1. Rosemary,3. Perfect,18. Can't Remember to Forget You,38. Boyfriend,9. Grenade,23. All Too Well (Taylor's Version),51. Young and Beautiful
127,27,49,11. Rewrite The Stars,1. Rosemary,49. Treat You Better,17. Felices los 4,35. Nonsense,40. It's Not Living (If It's Not With You),27. Beneath Your Beautiful,36. New Romantics (Taylor's Version),12. Another Love
128,23,48,48. Payphone,28. Never Let Me Go,"37. 10,000 Hours",4. Just the Way You Are,20. Fire On Fire,23. All Too Well (Taylor's Version),27. Beneath Your Beautiful,19. Cosmic Love,1. Rosemary
129,15,42,42. Sugar,11. Rewrite The Stars,"37. 10,000 Hours",17. Felices los 4,15. I Told You Things,4. Just the Way You Are,28. Never Let Me Go,14. PILLOWTALK,41. Dive
130,41,53,49. Treat You Better,53. Next To Me,38. Boyfriend,5. A Thousand Years,34. Levitating,41. Dive,14. PILLOWTALK,42. Sugar,47. A Sky Full Of Stars
131,32,52,18. Can't Remember to Forget You,39. One Thing,32. Stay,41. Dive,23. All Too Well (Taylor's Version),14. PILLOWTALK,52. Just Give Me A Reason,12. Another Love,7. Let Her Go
132,39,53,39. One Thing,3. Perfect,15. I Told You Things,19. Cosmic Love,2. All of Me,42. Sugar,53. Next To Me,52. Just Give Me A Reason,33. Rolling in the Deep
133,14,52,3. Perfect,8. Mystery of Love,14. PILLOWTALK,32. Stay,6. I Wanna Be Yours,"37. 10,000 Hours",52. Just Give Me A Reason,46. Love Me Like You Do,51. Young and Beautiful
134,34,52,34. Levitating,22. Heat Above,15. I Told You Things,45. Story of My Life,32. Stay,52. Just Give Me A Reason,25. Skin and Bones,38. Boyfriend,19. Cosmic Love
135,35,53,35. Nonsense,"37. 10,000 Hours",53. Next To Me,18. Can't Remember to Forget You,13. That’s So True,41. Dive,11. Rewrite The Stars,47. A Sky Full Of Stars,45. Story of My Life
136,16,43,6. I Wanna Be Yours,26. Work Song,15. I Told You Things,9. Grenade,1. Rosemary,42. Sugar,16. Worldwide,43. Mirrors,29. Adventure Of A Lifetime
137,35,55,30. Adore You,3. Perfect,35. Nonsense,54. Jealous,45. Story of My Life,55. Paradise,17. Felices los 4,53. Next To Me,14. PILLOWTALK
138,40,50,42. Sugar,40. It's Not Living (If It's Not With You),1. Rosemary,46. Love Me Like You Do,27. Beneath Your Beautiful,8. Mystery of Love,34. Levitating,31. Love On Top,50. Ordinary
139,23,50,36. New Romantics (Taylor's Version),50. Ordinary,39. One Thing,13. That’s So True,7. Let Her Go,23. All Too Well (Taylor's Version),19. Cosmic Love,28. Never Let Me Go,8. Mystery of Love
140,35,55,23. All Too Well (Taylor's Version),47. A Sky Full Of Stars,43. Mirrors,35. Nonsense,28. Never Let Me Go,55. Paradise,20. Fire On Fire,26. Work Song,46. Love Me Like You Do
141,14,48,30. Adore You,8. Mystery of Love,10. Love Someone,47. A Sky Full Of Stars,48. Payphone,4. Just the Way You Are,2. All of Me,38. Boyfriend,14. PILLOWTALK
142,49,53,53. Next To Me,47. A Sky Full Of Stars,36. New Romantics (Taylor's Version),50. Ordinary,8. Mystery of Love,51. Young and Beautiful,30. Adore You,49. Treat You Better,17. Felices los 4
143,10,44,44. Marry You,25. Skin and Bones,10. Love Someone,30. Adore You,20. Fire On Fire,4. Just the Way You Are,8. Mystery of Love,16. Worldwide,7. Let Her Go
144,25,36,22. Heat Above,25. Skin and Bones,19. Cosmic Love,32. Stay,21. Can Old Lovers Ever Just Be Friends?,36. New Romantics (Taylor's Version),29. Adventure Of A Lifetime,1. Rosemary,9. Grenade
145,17,49,17. Felices los 4,38. Boyfriend,49. Treat You Better,8. Mystery of Love,31. Love On Top,46. Love Me Like You Do,10. Love Someone,30. Adore You,"37. 10,000 Hours"
146,11,53,53. Next To Me,48. Payphone,9. Grenade,28. Never Let Me Go,16. Worldwide,2. All of Me,27. Beneath Your Beautiful,31. Love On Top,11. Rewrite The Stars
147,21,49,3. Perfect,21. Can Old Lovers Ever Just Be Friends?,1. Rosemary,25. Skin and Bones,49. Treat You Better,32. Stay,28. Never Let Me Go,8. Mystery of Love,42. Sugar
