Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
28,22,37,12. What a Wonderful World,22. Mamma Mia,19. Imagine,24. Somebody To Love,15. Hey Jude,27. More Than a Woman,31. Every Breath You Take,37. I Just Called To Say I Love You,14. Ain't No Mountain High Enough
29,37,44,44. The Way You Make Me Feel,12. What a Wonderful World,17. I Say a Little Prayer,2. Can't Help Falling in Love,9. When a Man Loves a Woman,37. I Just Called To Say I Love You,24. Somebody To Love,42. I Wanna Dance with Somebody,15. Hey Jude
30,34,44,15. Hey Jude,43. (I've Had) The Time of My Life,44. The Way You Make Me Feel,34. Smooth Operator,2. Can't Help Falling in Love,7. LOVE,30. Just the Two of Us,42. I Wanna Dance with Somebody,21. Burning Love
31,20,41,32. Total Eclipse of the Heart,20. Ain't No Sunshine,34. Smooth Operator,22. Mamma Mia,1. At Last,21. Burning Love,27. More Than a Woman,16. Dream a Little Dream of Me,41. Kiss
32,13,37,13. Happy Together,"5. Oh, Pretty Woman ",1. At Last,32. Total Eclipse of the Heart,21. Burning Love,37. I Just Called To Say I Love You,27. More Than a Woman,26. Wonderful Tonight,9. When a Man Loves a Woman
33,20,37,37. I Just Called To Say I Love You,28. You're the One That I Want,23. Fernando,7. LOVE,20. Ain't No Sunshine,"5. Oh, Pretty Woman ",13. Happy Together,18. Sweet Caroline (Live),34. Smooth Operator
34,12,46,46. Poison,32. Total Eclipse of the Heart,7. LOVE,24. Somebody To Love,33. Time After Time,12. What a Wonderful World,16. Dream a Little Dream of Me,44. The Way You Make Me Feel,11. Can't Take My Eyes Off You
35,29,44,7. LOVE,28. You're the One That I Want,29. Crazy Little Thing Called Love,18. Sweet Caroline (Live),44. The Way You Make Me Feel,16. Dream a Little Dream of Me,36. Purple Rain,43. (I've Had) The Time of My Life,39. Cheri Cheri Lady
36,31,42,25. Don't Go Breaking My Heart,42. I Wanna Dance with Somebody,38. Take on Me,31. Every Breath You Take,13. Happy Together,11. Can't Take My Eyes Off You,32. Total Eclipse of the Heart,8. Unchained Melody,9. When a Man Loves a Woman
37,12,35,10. Wouldn't It Be Nice,1. At Last,21. Burning Love,14. Ain't No Mountain High Enough,12. What a Wonderful World,28. You're the One That I Want,23. Fernando,4. Be My Baby,35. Still Loving You
38,23,45,36. Purple Rain,28. You're the One That I Want,39. Cheri Cheri Lady,32. Total Eclipse of the Heart,8. Unchained Melody,45. I Just Can't Stop Loving You,18. Sweet Caroline (Live),23. Fernando,17. I Say a Little Prayer
39,37,46,46. Poison,30. Just the Two of Us,17. I Say a Little Prayer,16. Dream a Little Dream of Me,43. (I've Had) The Time of My Life,"5. Oh, Pretty Woman ",38. Take on Me,35. Still Loving You,37. I Just Called To Say I Love You
40,26,40,26. Wonderful Tonight,36. Purple Rain,37. I Just Called To Say I Love You,22. Mamma Mia,13. Happy Together,28. You're the One That I Want,23. Fernando,17. I Say a Little Prayer,40. Nothing's Gonna Change My Love for You
41,30,43,4. Be My Baby,19. Imagine,31. Every Breath You Take,43. (I've Had) The Time of My Life,32. Total Eclipse of the Heart,23. Fernando,1. At Last,9. When a Man Loves a Woman,30. Just the Two of Us
42,20,44,17. I Say a Little Prayer,14. Ain't No Mountain High Enough,22. Mamma Mia,32. Total Eclipse of the Heart,4. Be My Baby,36. Purple Rain,30. Just the Two of Us,20. Ain't No Sunshine,44. The Way You Make Me Feel
43,32,46,46. Poison,27. More Than a Woman,1. At Last,11. Can't Take My Eyes Off You,33. Time After Time,14. Ain't No Mountain High Enough,10. Wouldn't It Be Nice,41. Kiss,32. Total Eclipse of the Heart
44,12,44,44. The Way You Make Me Feel,12. What a Wonderful World,36. Purple Rain,32. Total Eclipse of the Heart,6. Everybody Loves Somebody,17. I Say a Little Prayer,43. (I've Had) The Time of My Life,8. Unchained Melody,41. Kiss
45,24,44,29. Crazy Little Thing Called Love,27. More Than a Woman,44. The Way You Make Me Feel,24. Somebody To Love,10. Wouldn't It Be Nice,1. At Last,6. Everybody Loves Somebody,17. I Say a Little Prayer,41. Kiss
46,17,45,45. I Just Can't Stop Loving You,16. Dream a Little Dream of Me,7. LOVE,18. Sweet Caroline (Live),43. (I've Had) The Time of My Life,32. Total Eclipse of the Heart,3. Stand By Me,17. I Say a Little Prayer,6. Everybody Loves Somebody
47,34,45,24. Somebody To Love,23. Fernando,42. I Wanna Dance with Somebody,36. Purple Rain,15. Hey Jude,37. I Just Called To Say I Love You,45. I Just Can't Stop Loving You,34. Smooth Operator,18. Sweet Caroline (Live)
48,18,40,12. What a Wonderful World,"5. Oh, Pretty Woman ",18. Sweet Caroline (Live),8. Unchained Melody,31. Every Breath You Take,3. Stand By Me,23. Fernando,7. LOVE,40. Nothing's Gonna Change My Love for You
49,26,42,42. I Wanna Dance with Somebody,38. Take on Me,4. Be My Baby,23. Fernando,20. Ain't No Sunshine,26. Wonderful Tonight,17. I Say a Little Prayer,10. Wouldn't It Be Nice,33. Time After Time
50,21,44,16. Dream a Little Dream of Me,43. (I've Had) The Time of My Life,36. Purple Rain,15. Hey Jude,38. Take on Me,"5. Oh, Pretty Woman ",21. Burning Love,37. I Just Called To Say I Love You,44. The Way You Make Me Feel
51,41,45,28. You're the One That I Want,12. What a Wonderful World,45. I Just Can't Stop Loving You,34. Smooth Operator,44. The Way You Make Me Feel,35. Still Loving You,41. Kiss,29. Crazy Little Thing Called Love,33. Time After Time
52,35,46,22. Mamma Mia,7. LOVE,45. I Just Can't Stop Loving You,10. Wouldn't It Be Nice,35. Still Loving You,9. When a Man Loves a Woman,46. Poison,24. Somebody To Love,23. Fernando
53,25,46,30. Just the Two of Us,25. Don't Go Breaking My Heart,7. LOVE,41. Kiss,4. Be My Baby,28. You're the One That I Want,12. What a Wonderful World,6. Everybody Loves Somebody,46. Poison
54,23,41,11. Can't Take My Eyes Off You,23. Fernando,21. Burning Love,30. Just the Two of Us,19. Imagine,25. Don't Go Breaking My Heart,12. What a Wonderful World,28. You're the One That I Want,41. Kiss
55,21,33,33. Time After Time,9. When a Man Loves a Woman,29. Crazy Little Thing Called Love,21. Burning Love,"5. Oh, Pretty Woman ",14. Ain't No Mountain High Enough,6. Everybody Loves Somebody,27. More Than a Woman,20. Ain't No Sunshine
56,22,42,3. Stand By Me,34. Smooth Operator,19. Imagine,11. Can't Take My Eyes Off You,41. Kiss,25. Don't Go Breaking My Heart,22. Mamma Mia,42. I Wanna Dance with Somebody,4. Be My Baby
57,25,45,38. Take on Me,32. Total Eclipse of the Heart,30. Just the Two of Us,45. I Just Can't Stop Loving You,10. Wouldn't It Be Nice,9. When a Man Loves a Woman,6. Everybody Loves Somebody,11. Can't Take My Eyes Off You,25. Don't Go Breaking My Heart
58,18,40,40. Nothing's Gonna Change My Love for You,37. I Just Called To Say I Love You,35. Still Loving You,15. Hey Jude,18. Sweet Caroline (Live),13. Happy Together,9. When a Man Loves a Woman,38. Take on Me,16. Dream a Little Dream of Me
59,27,46,2. Can't Help Falling in Love,15. Hey Jude,27. More Than a Woman,30. Just the Two of Us,23. Fernando,33. Time After Time,44. The Way You Make Me Feel,46. Poison,21. Burning Love
60,20,44,21. Burning Love,9. When a Man Loves a Woman,28. You're the One That I Want,3. Stand By Me,10. Wouldn't It Be Nice,20. Ain't No Sunshine,44. The Way You Make Me Feel,31. Every Breath You Take,17. I Say a Little Prayer
61,30,46,2. Can't Help Falling in Love,19. Imagine,30. Just the Two of Us,42. I Wanna Dance with Somebody,17. I Say a Little Prayer,37. I Just Called To Say I Love You,46. Poison,32. Total Eclipse of the Heart,9. When a Man Loves a Woman
62,18,44,6. Everybody Loves Somebody,16. Dream a Little Dream of Me,18. Sweet Caroline (Live),39. Cheri Cheri Lady,15. Hey Jude,35. Still Loving You,12. What a Wonderful World,44. The Way You Make Me Feel,22. Mamma Mia
63,34,43,11. Can't Take My Eyes Off You,38. Take on Me,32. Total Eclipse of the Heart,22. Mamma Mia,30. Just the Two of Us,34. Smooth Operator,43. (I've Had) The Time of My Life,16. Dream a Little Dream of Me,7. LOVE
64,30,42,40. Nothing's Gonna Change My Love for You,21. Burning Love,28. You're the One That I Want,23. Fernando,11. Can't Take My Eyes Off You,42. I Wanna Dance with Somebody,26. Wonderful Tonight,30. Just the Two of Us,34. Smooth Operator
65,23,43,28. You're the One That I Want,43. (I've Had) The Time of My Life,25. Don't Go Breaking My Heart,7. LOVE,23. Fernando,2. Can't Help Falling in Love,40. Nothing's Gonna Change My Love for You,18. Sweet Caroline (Live),30. Just the Two of Us
66,17,43,16. Dream a Little Dream of Me,43. (I've Had) The Time of My Life,12. What a Wonderful World,17. I Say a Little Prayer,23. Fernando,25. Don't Go Breaking My Heart,15. Hey Jude,41. Kiss,13. Happy Together
67,37,43,28. You're the One That I Want,18. Sweet Caroline (Live),37. I Just Called To Say I Love You,43. (I've Had) The Time of My Life,9. When a Man Loves a Woman,2. Can't Help Falling in Love,12. What a Wonderful World,39. Cheri Cheri Lady,22. Mamma Mia
68,38,45,44. The Way You Make Me Feel,3. Stand By Me,45. I Just Can't Stop Loving You,32. Total Eclipse of the Heart,40. Nothing's Gonna Change My Love for You,11. Can't Take My Eyes Off You,31. Every Breath You Take,38. Take on Me,2. Can't Help Falling in Love
69,11,45,36. Purple Rain,7. LOVE,1. At Last,4. Be My Baby,"5. Oh, Pretty Woman ",20. Ain't No Sunshine,25. Don't Go Breaking My Heart,11. Can't Take My Eyes Off You,45. I Just Can't Stop Loving You
70,19,37,36. Purple Rain,10. Wouldn't It Be Nice,6. Everybody Loves Somebody,37. I Just Called To Say I Love You,16. Dream a Little Dream of Me,34. Smooth Operator,20. Ain't No Sunshine,19. Imagine,"5. Oh, Pretty Woman "
71,39,45,12. What a Wonderful World,39. Cheri Cheri Lady,34. Smooth Operator,21. Burning Love,13. Happy Together,40. Nothing's Gonna Change My Love for You,45. I Just Can't Stop Loving You,17. I Say a Little Prayer,22. Mamma Mia
72,28,39,39. Cheri Cheri Lady,37. I Just Called To Say I Love You,23. Fernando,20. Ain't No Sunshine,7. LOVE,28. You're the One That I Want,34. Smooth Operator,13. Happy Together,6. Everybody Loves Somebody
73,18,40,1. At Last,26. Wonderful Tonight,14. Ain't No Mountain High Enough,12. What a Wonderful World,8. Unchained Melody,18. Sweet Caroline (Live),40. Nothing's Gonna Change My Love for You,7. LOVE,15. Hey Jude
74,19,44,23. Fernando,27. More Than a Woman,33. Time After Time,6. Everybody Loves Somebody,28. You're the One That I Want,44. The Way You Make Me Feel,19. Imagine,11. Can't Take My Eyes Off You,1. At Last
75,27,44,40. Nothing's Gonna Change My Love for You,1. At Last,44. The Way You Make Me Feel,25. Don't Go Breaking My Heart,27. More Than a Woman,9. When a Man Loves a Woman,6. Everybody Loves Somebody,37. I Just Called To Say I Love You,16. Dream a Little Dream of Me
76,23,46,1. At Last,10. Wouldn't It Be Nice,45. I Just Can't Stop Loving You,21. Burning Love,42. I Wanna Dance with Somebody,13. Happy Together,23. Fernando,46. Poison,36. Purple Rain
77,17,39,17. I Say a Little Prayer,37. I Just Called To Say I Love You,34. Smooth Operator,2. Can't Help Falling in Love,20. Ain't No Sunshine,39. Cheri Cheri Lady,15. Hey Jude,22. Mamma Mia,35. Still Loving You
78,22,36,36. Purple Rain,7. LOVE,8. Unchained Melody,"5. Oh, Pretty Woman ",4. Be My Baby,34. Smooth Operator,27. More Than a Woman,22. Mamma Mia,12. What a Wonderful World
79,26,36,31. Every Breath You Take,11. Can't Take My Eyes Off You,"5. Oh, Pretty Woman ",7. LOVE,36. Purple Rain,26. Wonderful Tonight,29. Crazy Little Thing Called Love,15. Hey Jude,8. Unchained Melody
80,19,36,1. At Last,22. Mamma Mia,31. Every Breath You Take,29. Crazy Little Thing Called Love,36. Purple Rain,18. Sweet Caroline (Live),19. Imagine,12. What a Wonderful World,13. Happy Together
81,36,46,37. I Just Called To Say I Love You,18. Sweet Caroline (Live),22. Mamma Mia,19. Imagine,35. Still Loving You,46. Poison,24. Somebody To Love,36. Purple Rain,44. The Way You Make Me Feel
82,33,42,42. I Wanna Dance with Somebody,20. Ain't No Sunshine,35. Still Loving You,39. Cheri Cheri Lady,34. Smooth Operator,12. What a Wonderful World,25. Don't Go Breaking My Heart,28. You're the One That I Want,33. Time After Time
83,13,42,4. Be My Baby,26. Wonderful Tonight,31. Every Breath You Take,13. Happy Together,37. I Just Called To Say I Love You,35. Still Loving You,10. Wouldn't It Be Nice,42. I Wanna Dance with Somebody,23. Fernando
84,17,36,6. Everybody Loves Somebody,36. Purple Rain,20. Ain't No Sunshine,35. Still Loving You,19. Imagine,32. Total Eclipse of the Heart,17. I Say a Little Prayer,1. At Last,11. Can't Take My Eyes Off You
85,36,43,15. Hey Jude,36. Purple Rain,35. Still Loving You,40. Nothing's Gonna Change My Love for You,17. I Say a Little Prayer,41. Kiss,4. Be My Baby,9. When a Man Loves a Woman,43. (I've Had) The Time of My Life
86,14,45,41. Kiss,44. The Way You Make Me Feel,45. I Just Can't Stop Loving You,34. Smooth Operator,28. You're the One That I Want,35. Still Loving You,"5. Oh, Pretty Woman ",14. Ain't No Mountain High Enough,2. Can't Help Falling in Love
87,27,46,17. I Say a Little Prayer,35. Still Loving You,32. Total Eclipse of the Heart,33. Time After Time,46. Poison,28. You're the One That I Want,16. Dream a Little Dream of Me,10. Wouldn't It Be Nice,27. More Than a Woman
88,33,44,40. Nothing's Gonna Change My Love for You,8. Unchained Melody,11. Can't Take My Eyes Off You,33. Time After Time,16. Dream a Little Dream of Me,20. Ain't No Sunshine,44. The Way You Make Me Feel,35. Still Loving You,38. Take on Me
89,28,33,23. Fernando,10. Wouldn't It Be Nice,28. You're the One That I Want,16. Dream a Little Dream of Me,30. Just the Two of Us,6. Everybody Loves Somebody,33. Time After Time,31. Every Breath You Take,"5. Oh, Pretty Woman "
90,34,46,14. Ain't No Mountain High Enough,38. Take on Me,11. Can't Take My Eyes Off You,43. (I've Had) The Time of My Life,22. Mamma Mia,18. Sweet Caroline (Live),37. I Just Called To Say I Love You,46. Poison,34. Smooth Operator
91,32,46,33. Time After Time,15. Hey Jude,42. I Wanna Dance with Somebody,43. (I've Had) The Time of My Life,46. Poison,34. Smooth Operator,22. Mamma Mia,32. Total Eclipse of the Heart,30. Just the Two of Us
92,30,45,6. Everybody Loves Somebody,38. Take on Me,28. You're the One That I Want,45. I Just Can't Stop Loving You,14. Ain't No Mountain High Enough,30. Just the Two of Us,20. Ain't No Sunshine,36. Purple Rain,1. At Last
93,23,46,46. Poison,"5. Oh, Pretty Woman ",36. Purple Rain,33. Time After Time,12. What a Wonderful World,37. I Just Called To Say I Love You,27. More Than a Woman,23. Fernando,1. At Last
94,19,43,9. When a Man Loves a Woman,19. Imagine,12. What a Wonderful World,38. Take on Me,15. Hey Jude,8. Unchained Melody,25. Don't Go Breaking My Heart,35. Still Loving You,43. (I've Had) The Time of My Life
95,17,42,40. Nothing's Gonna Change My Love for You,28. You're the One That I Want,25. Don't Go Breaking My Heart,17. I Say a Little Prayer,14. Ain't No Mountain High Enough,4. Be My Baby,15. Hey Jude,41. Kiss,42. I Wanna Dance with Somebody
96,15,37,27. More Than a Woman,1. At Last,21. Burning Love,34. Smooth Operator,37. I Just Called To Say I Love You,26. Wonderful Tonight,15. Hey Jude,10. Wouldn't It Be Nice,"5. Oh, Pretty Woman "
97,13,37,29. Crazy Little Thing Called Love,26. Wonderful Tonight,9. When a Man Loves a Woman,13. Happy Together,12. What a Wonderful World,8. Unchained Melody,20. Ain't No Sunshine,36. Purple Rain,37. I Just Called To Say I Love You
98,28,46,10. Wouldn't It Be Nice,3. Stand By Me,33. Time After Time,46. Poison,15. Hey Jude,4. Be My Baby,39. Cheri Cheri Lady,28. You're the One That I Want,44. The Way You Make Me Feel
99,30,44,30. Just the Two of Us,29. Crazy Little Thing Called Love,8. Unchained Melody,43. (I've Had) The Time of My Life,36. Purple Rain,42. I Wanna Dance with Somebody,7. LOVE,44. The Way You Make Me Feel,9. When a Man Loves a Woman
100,23,41,41. Kiss,30. Just the Two of Us,38. Take on Me,27. More Than a Woman,14. Ain't No Mountain High Enough,8. Unchained Melody,10. Wouldn't It Be Nice,22. Mamma Mia,23. Fernando
101,36,45,18. Sweet Caroline (Live),22. Mamma Mia,37. I Just Called To Say I Love You,36. Purple Rain,38. Take on Me,21. Burning Love,19. Imagine,45. I Just Can't Stop Loving You,12. What a Wonderful World
102,20,44,39. Cheri Cheri Lady,38. Take on Me,23. Fernando,1. At Last,"5. Oh, Pretty Woman ",20. Ain't No Sunshine,44. The Way You Make Me Feel,18. Sweet Caroline (Live),10. Wouldn't It Be Nice
103,17,38,35. Still Loving You,18. Sweet Caroline (Live),29. Crazy Little Thing Called Love,12. What a Wonderful World,38. Take on Me,28. You're the One That I Want,11. Can't Take My Eyes Off You,17. I Say a Little Prayer,9. When a Man Loves a Woman
104,20,45,14. Ain't No Mountain High Enough,45. I Just Can't Stop Loving You,15. Hey Jude,44. The Way You Make Me Feel,8. Unchained Melody,"5. Oh, Pretty Woman ",36. Purple Rain,19. Imagine,20. Ain't No Sunshine
105,28,42,12. What a Wonderful World,28. You're the One That I Want,20. Ain't No Sunshine,37. I Just Called To Say I Love You,38. Take on Me,42. I Wanna Dance with Somebody,2. Can't Help Falling in Love,17. I Say a Little Prayer,36. Purple Rain
106,18,37,18. Sweet Caroline (Live),3. Stand By Me,37. I Just Called To Say I Love You,13. Happy Together,29. Crazy Little Thing Called Love,10. Wouldn't It Be Nice,2. Can't Help Falling in Love,36. Purple Rain,9. When a Man Loves a Woman
107,20,40,40. Nothing's Gonna Change My Love for You,14. Ain't No Mountain High Enough,20. Ain't No Sunshine,36. Purple Rain,38. Take on Me,17. I Say a Little Prayer,31. Every Breath You Take,12. What a Wonderful World,4. Be My Baby
108,30,45,19. Imagine,45. I Just Can't Stop Loving You,34. Smooth Operator,31. Every Breath You Take,1. At Last,32. Total Eclipse of the Heart,30. Just the Two of Us,14. Ain't No Mountain High Enough,17. I Say a Little Prayer
109,12,41,41. Kiss,24. Somebody To Love,35. Still Loving You,9. When a Man Loves a Woman,12. What a Wonderful World,6. Everybody Loves Somebody,26. Wonderful Tonight,39. Cheri Cheri Lady,11. Can't Take My Eyes Off You
110,15,42,3. Stand By Me,30. Just the Two of Us,18. Sweet Caroline (Live),6. Everybody Loves Somebody,42. I Wanna Dance with Somebody,8. Unchained Melody,15. Hey Jude,12. What a Wonderful World,39. Cheri Cheri Lady
111,26,40,23. Fernando,34. Smooth Operator,1. At Last,"5. Oh, Pretty Woman ",31. Every Breath You Take,12. What a Wonderful World,40. Nothing's Gonna Change My Love for You,3. Stand By Me,26. Wonderful Tonight
112,26,41,1. At Last,26. Wonderful Tonight,24. Somebody To Love,38. Take on Me,27. More Than a Woman,29. Crazy Little Thing Called Love,15. Hey Jude,41. Kiss,3. Stand By Me
113,32,45,28. You're the One That I Want,25. Don't Go Breaking My Heart,43. (I've Had) The Time of My Life,42. I Wanna Dance with Somebody,37. I Just Called To Say I Love You,45. I Just Can't Stop Loving You,32. Total Eclipse of the Heart,24. Somebody To Love,16. Dream a Little Dream of Me
114,25,46,46. Poison,20. Ain't No Sunshine,8. Unchained Melody,35. Still Loving You,36. Purple Rain,25. Don't Go Breaking My Heart,16. Dream a Little Dream of Me,39. Cheri Cheri Lady,6. Everybody Loves Somebody
115,29,45,12. What a Wonderful World,36. Purple Rain,30. Just the Two of Us,18. Sweet Caroline (Live),37. I Just Called To Say I Love You,35. Still Loving You,29. Crazy Little Thing Called Love,26. Wonderful Tonight,45. I Just Can't Stop Loving You
116,22,44,44. The Way You Make Me Feel,41. Kiss,33. Time After Time,10. Wouldn't It Be Nice,3. Stand By Me,22. Mamma Mia,2. Can't Help Falling in Love,25. Don't Go Breaking My Heart,35. Still Loving You
117,22,46,46. Poison,4. Be My Baby,8. Unchained Melody,37. I Just Called To Say I Love You,22. Mamma Mia,16. Dream a Little Dream of Me,1. At Last,18. Sweet Caroline (Live),42. I Wanna Dance with Somebody
118,34,44,34. Smooth Operator,44. The Way You Make Me Feel,23. Fernando,33. Time After Time,36. Purple Rain,"5. Oh, Pretty Woman ",10. Wouldn't It Be Nice,6. Everybody Loves Somebody,43. (I've Had) The Time of My Life
119,33,44,9. When a Man Loves a Woman,25. Don't Go Breaking My Heart,33. Time After Time,37. I Just Called To Say I Love You,24. Somebody To Love,29. Crazy Little Thing Called Love,44. The Way You Make Me Feel,38. Take on Me,18. Sweet Caroline (Live)
120,18,40,38. Take on Me,24. Somebody To Love,40. Nothing's Gonna Change My Love for You,3. Stand By Me,8. Unchained Melody,18. Sweet Caroline (Live),"5. Oh, Pretty Woman ",31. Every Breath You Take,29. Crazy Little Thing Called Love
121,30,43,36. Purple Rain,13. Happy Together,7. LOVE,22. Mamma Mia,30. Just the Two of Us,39. Cheri Cheri Lady,6. Everybody Loves Somebody,26. Wonderful Tonight,43. (I've Had) The Time of My Life
122,4,41,1. At Last,34. Smooth Operator,41. Kiss,3. Stand By Me,12. What a Wonderful World,27. More Than a Woman,4. Be My Baby,31. Every Breath You Take,39. Cheri Cheri Lady
123,6,44,42. I Wanna Dance with Somebody,4. Be My Baby,39. Cheri Cheri Lady,21. Burning Love,3. Stand By Me,10. Wouldn't It Be Nice,25. Don't Go Breaking My Heart,6. Everybody Loves Somebody,44. The Way You Make Me Feel
