Ticket #ID,Începând de la a câta piesa este linie?,Începând de la a câta piesă este Bingo?,Song 1,Song 2,Song 3,Song 4,Song 5,Song 6,Song 7,Song 8,Song 9
26,18,30,30. Dragostea rămâne,29. În lipsa mea,19. Mă întreaba inima,23. Îndrăgostit (deși n-am vrut),17. Inimi desenate,25. Scapă-mă de ea,13. Ochii ăia verzi,18. De unde vii la ora asta?,7. Drumurile noastre
27,25,38,4. Cum am ajuns să te iubesc,10. Să nu-mi iei niciodată dragostea,25. Scapă-mă de ea,1. Cât de departe,15. Până vara viitoare,27. Defectul tău sunt eu,38. Paraschivo,35. Doar cu tine,33. Ce e dragostea?
28,28,38,27. Defectul tău sunt eu,32. Vino la mine,28. Secret discret,"8. Cine, cine",36. Dincolo de noi,7. Drumurile noastre,30. Dragostea rămâne,38. Paraschivo,22. Vals
29,14,35,35. Doar cu tine,5. Nebun de alb,1. Cât de departe,23. Îndrăgostit (deși n-am vrut),30. Dragostea rămâne,14. Pe aripi de vânt,12. Cu un picior în rai,21. Iubește-mă,6. Fericirea are chipul tău
30,31,36,12. Cu un picior în rai,31. Noapte caldă,4. Cum am ajuns să te iubesc,33. Ce e dragostea?,18. De unde vii la ora asta?,36. Dincolo de noi,13. Ochii ăia verzi,24. Cele două cuvinte,34. Pentru că
31,11,38,20. Pământul,4. Cum am ajuns să te iubesc,38. Paraschivo,21. Iubește-mă,11. Noi simțim la fel,33. Ce e dragostea?,35. Doar cu tine,3. M-am îndrăgostit numai de ea,13. Ochii ăia verzi
32,26,33,29. În lipsa mea,26. Mi-e sete de tine,14. Pe aripi de vânt,5. Nebun de alb,9. Iubirea schimbă tot,28. Secret discret,4. Cum am ajuns să te iubesc,20. Pământul,33. Ce e dragostea?
33,12,35,1. Cât de departe,3. M-am îndrăgostit numai de ea,30. Dragostea rămâne,35. Doar cu tine,2. Două mâini,32. Vino la mine,23. Îndrăgostit (deși n-am vrut),12. Cu un picior în rai,5. Nebun de alb
34,19,32,21. Iubește-mă,26. Mi-e sete de tine,24. Cele două cuvinte,19. Mă întreaba inima,10. Să nu-mi iei niciodată dragostea,1. Cât de departe,32. Vino la mine,30. Dragostea rămâne,3. M-am îndrăgostit numai de ea
35,27,37,1. Cât de departe,27. Defectul tău sunt eu,20. Pământul,37. Mai stai,29. În lipsa mea,22. Vals,11. Noi simțim la fel,19. Mă întreaba inima,33. Ce e dragostea?
36,30,38,14. Pe aripi de vânt,20. Pământul,36. Dincolo de noi,37. Mai stai,11. Noi simțim la fel,12. Cu un picior în rai,38. Paraschivo,30. Dragostea rămâne,9. Iubirea schimbă tot
37,12,32,19. Mă întreaba inima,23. Îndrăgostit (deși n-am vrut),7. Drumurile noastre,32. Vino la mine,"8. Cine, cine",30. Dragostea rămâne,10. Să nu-mi iei niciodată dragostea,12. Cu un picior în rai,4. Cum am ajuns să te iubesc
38,27,36,32. Vino la mine,30. Dragostea rămâne,36. Dincolo de noi,7. Drumurile noastre,22. Vals,27. Defectul tău sunt eu,5. Nebun de alb,28. Secret discret,17. Inimi desenate
39,11,37,37. Mai stai,5. Nebun de alb,11. Noi simțim la fel,32. Vino la mine,31. Noapte caldă,3. M-am îndrăgostit numai de ea,29. În lipsa mea,15. Până vara viitoare,10. Să nu-mi iei niciodată dragostea
40,21,35,35. Doar cu tine,26. Mi-e sete de tine,27. Defectul tău sunt eu,31. Noapte caldă,"8. Cine, cine",25. Scapă-mă de ea,10. Să nu-mi iei niciodată dragostea,20. Pământul,21. Iubește-mă
41,10,37,1. Cât de departe,33. Ce e dragostea?,6. Fericirea are chipul tău,11. Noi simțim la fel,37. Mai stai,7. Drumurile noastre,5. Nebun de alb,3. M-am îndrăgostit numai de ea,10. Să nu-mi iei niciodată dragostea
42,20,36,35. Doar cu tine,36. Dincolo de noi,16. Dansează amândoi,19. Mă întreaba inima,2. Două mâini,27. Defectul tău sunt eu,20. Pământul,10. Să nu-mi iei niciodată dragostea,12. Cu un picior în rai
43,12,34,34. Pentru că,10. Să nu-mi iei niciodată dragostea,30. Dragostea rămâne,26. Mi-e sete de tine,12. Cu un picior în rai,24. Cele două cuvinte,1. Cât de departe,11. Noi simțim la fel,28. Secret discret
44,11,26,21. Iubește-mă,26. Mi-e sete de tine,11. Noi simțim la fel,10. Să nu-mi iei niciodată dragostea,20. Pământul,1. Cât de departe,14. Pe aripi de vânt,23. Îndrăgostit (deși n-am vrut),"8. Cine, cine"
45,29,36,28. Secret discret,25. Scapă-mă de ea,29. În lipsa mea,13. Ochii ăia verzi,31. Noapte caldă,12. Cu un picior în rai,36. Dincolo de noi,5. Nebun de alb,1. Cât de departe
46,16,33,16. Dansează amândoi,6. Fericirea are chipul tău,3. M-am îndrăgostit numai de ea,7. Drumurile noastre,33. Ce e dragostea?,13. Ochii ăia verzi,12. Cu un picior în rai,27. Defectul tău sunt eu,22. Vals
47,17,33,4. Cum am ajuns să te iubesc,17. Inimi desenate,13. Ochii ăia verzi,15. Până vara viitoare,21. Iubește-mă,33. Ce e dragostea?,28. Secret discret,31. Noapte caldă,1. Cât de departe
48,23,36,17. Inimi desenate,23. Îndrăgostit (deși n-am vrut),12. Cu un picior în rai,36. Dincolo de noi,29. În lipsa mea,20. Pământul,19. Mă întreaba inima,24. Cele două cuvinte,28. Secret discret
49,28,38,27. Defectul tău sunt eu,37. Mai stai,25. Scapă-mă de ea,1. Cât de departe,21. Iubește-mă,28. Secret discret,38. Paraschivo,2. Două mâini,3. M-am îndrăgostit numai de ea
50,15,38,15. Până vara viitoare,14. Pe aripi de vânt,5. Nebun de alb,26. Mi-e sete de tine,22. Vals,38. Paraschivo,27. Defectul tău sunt eu,1. Cât de departe,25. Scapă-mă de ea
51,18,35,21. Iubește-mă,25. Scapă-mă de ea,31. Noapte caldă,17. Inimi desenate,4. Cum am ajuns să te iubesc,35. Doar cu tine,5. Nebun de alb,18. De unde vii la ora asta?,11. Noi simțim la fel
52,22,33,24. Cele două cuvinte,"8. Cine, cine",33. Ce e dragostea?,9. Iubirea schimbă tot,22. Vals,19. Mă întreaba inima,11. Noi simțim la fel,1. Cât de departe,31. Noapte caldă
53,12,26,4. Cum am ajuns să te iubesc,24. Cele două cuvinte,21. Iubește-mă,6. Fericirea are chipul tău,18. De unde vii la ora asta?,23. Îndrăgostit (deși n-am vrut),12. Cu un picior în rai,26. Mi-e sete de tine,25. Scapă-mă de ea
54,21,38,36. Dincolo de noi,21. Iubește-mă,15. Până vara viitoare,22. Vals,10. Să nu-mi iei niciodată dragostea,6. Fericirea are chipul tău,20. Pământul,13. Ochii ăia verzi,38. Paraschivo
55,17,28,14. Pe aripi de vânt,10. Să nu-mi iei niciodată dragostea,17. Inimi desenate,13. Ochii ăia verzi,21. Iubește-mă,28. Secret discret,26. Mi-e sete de tine,5. Nebun de alb,2. Două mâini
56,8,27,7. Drumurile noastre,25. Scapă-mă de ea,4. Cum am ajuns să te iubesc,1. Cât de departe,21. Iubește-mă,27. Defectul tău sunt eu,"8. Cine, cine",5. Nebun de alb,16. Dansează amândoi
57,15,36,13. Ochii ăia verzi,3. M-am îndrăgostit numai de ea,15. Până vara viitoare,27. Defectul tău sunt eu,19. Mă întreaba inima,36. Dincolo de noi,28. Secret discret,14. Pe aripi de vânt,5. Nebun de alb
58,26,36,36. Dincolo de noi,14. Pe aripi de vânt,6. Fericirea are chipul tău,20. Pământul,18. De unde vii la ora asta?,30. Dragostea rămâne,25. Scapă-mă de ea,26. Mi-e sete de tine,24. Cele două cuvinte
59,11,30,29. În lipsa mea,25. Scapă-mă de ea,30. Dragostea rămâne,12. Cu un picior în rai,16. Dansează amândoi,19. Mă întreaba inima,9. Iubirea schimbă tot,11. Noi simțim la fel,6. Fericirea are chipul tău
60,6,38,35. Doar cu tine,38. Paraschivo,6. Fericirea are chipul tău,27. Defectul tău sunt eu,26. Mi-e sete de tine,1. Cât de departe,20. Pământul,9. Iubirea schimbă tot,4. Cum am ajuns să te iubesc
61,25,32,23. Îndrăgostit (deși n-am vrut),3. M-am îndrăgostit numai de ea,25. Scapă-mă de ea,10. Să nu-mi iei niciodată dragostea,32. Vino la mine,2. Două mâini,31. Noapte caldă,1. Cât de departe,13. Ochii ăia verzi
62,4,38,4. Cum am ajuns să te iubesc,12. Cu un picior în rai,16. Dansează amândoi,3. M-am îndrăgostit numai de ea,23. Îndrăgostit (deși n-am vrut),11. Noi simțim la fel,1. Cât de departe,38. Paraschivo,25. Scapă-mă de ea
63,21,37,36. Dincolo de noi,1. Cât de departe,19. Mă întreaba inima,20. Pământul,9. Iubirea schimbă tot,37. Mai stai,34. Pentru că,21. Iubește-mă,31. Noapte caldă
64,13,38,5. Nebun de alb,1. Cât de departe,13. Ochii ăia verzi,38. Paraschivo,35. Doar cu tine,16. Dansează amândoi,29. În lipsa mea,31. Noapte caldă,36. Dincolo de noi
65,26,38,30. Dragostea rămâne,2. Două mâini,33. Ce e dragostea?,38. Paraschivo,21. Iubește-mă,4. Cum am ajuns să te iubesc,1. Cât de departe,26. Mi-e sete de tine,17. Inimi desenate
66,22,35,27. Defectul tău sunt eu,5. Nebun de alb,10. Să nu-mi iei niciodată dragostea,3. M-am îndrăgostit numai de ea,22. Vals,34. Pentru că,35. Doar cu tine,7. Drumurile noastre,16. Dansează amândoi
67,29,38,38. Paraschivo,36. Dincolo de noi,14. Pe aripi de vânt,23. Îndrăgostit (deși n-am vrut),35. Doar cu tine,2. Două mâini,25. Scapă-mă de ea,26. Mi-e sete de tine,29. În lipsa mea
68,16,37,16. Dansează amândoi,5. Nebun de alb,1. Cât de departe,10. Să nu-mi iei niciodată dragostea,37. Mai stai,26. Mi-e sete de tine,27. Defectul tău sunt eu,18. De unde vii la ora asta?,29. În lipsa mea
69,8,38,15. Până vara viitoare,38. Paraschivo,31. Noapte caldă,7. Drumurile noastre,"8. Cine, cine",4. Cum am ajuns să te iubesc,25. Scapă-mă de ea,1. Cât de departe,32. Vino la mine
70,31,35,27. Defectul tău sunt eu,18. De unde vii la ora asta?,35. Doar cu tine,32. Vino la mine,3. M-am îndrăgostit numai de ea,11. Noi simțim la fel,19. Mă întreaba inima,31. Noapte caldă,30. Dragostea rămâne
71,16,36,6. Fericirea are chipul tău,36. Dincolo de noi,22. Vals,16. Dansează amândoi,10. Să nu-mi iei niciodată dragostea,33. Ce e dragostea?,12. Cu un picior în rai,19. Mă întreaba inima,17. Inimi desenate
72,23,38,17. Inimi desenate,23. Îndrăgostit (deși n-am vrut),1. Cât de departe,7. Drumurile noastre,38. Paraschivo,36. Dincolo de noi,27. Defectul tău sunt eu,10. Să nu-mi iei niciodată dragostea,26. Mi-e sete de tine
73,26,33,7. Drumurile noastre,29. În lipsa mea,10. Să nu-mi iei niciodată dragostea,21. Iubește-mă,30. Dragostea rămâne,19. Mă întreaba inima,26. Mi-e sete de tine,12. Cu un picior în rai,33. Ce e dragostea?
74,21,35,3. M-am îndrăgostit numai de ea,35. Doar cu tine,32. Vino la mine,9. Iubirea schimbă tot,21. Iubește-mă,12. Cu un picior în rai,23. Îndrăgostit (deși n-am vrut),14. Pe aripi de vânt,27. Defectul tău sunt eu
75,17,38,17. Inimi desenate,10. Să nu-mi iei niciodată dragostea,13. Ochii ăia verzi,38. Paraschivo,20. Pământul,34. Pentru că,12. Cu un picior în rai,26. Mi-e sete de tine,37. Mai stai
76,20,37,16. Dansează amândoi,21. Iubește-mă,1. Cât de departe,14. Pe aripi de vânt,28. Secret discret,6. Fericirea are chipul tău,20. Pământul,9. Iubirea schimbă tot,37. Mai stai
77,24,38,9. Iubirea schimbă tot,7. Drumurile noastre,38. Paraschivo,22. Vals,18. De unde vii la ora asta?,36. Dincolo de noi,24. Cele două cuvinte,28. Secret discret,32. Vino la mine
78,30,38,37. Mai stai,27. Defectul tău sunt eu,3. M-am îndrăgostit numai de ea,34. Pentru că,38. Paraschivo,2. Două mâini,18. De unde vii la ora asta?,6. Fericirea are chipul tău,30. Dragostea rămâne
79,14,32,13. Ochii ăia verzi,32. Vino la mine,18. De unde vii la ora asta?,26. Mi-e sete de tine,23. Îndrăgostit (deși n-am vrut),20. Pământul,"8. Cine, cine",10. Să nu-mi iei niciodată dragostea,14. Pe aripi de vânt
80,8,30,6. Fericirea are chipul tău,2. Două mâini,25. Scapă-mă de ea,"8. Cine, cine",12. Cu un picior în rai,16. Dansează amândoi,3. M-am îndrăgostit numai de ea,30. Dragostea rămâne,27. Defectul tău sunt eu
81,14,31,6. Fericirea are chipul tău,21. Iubește-mă,3. M-am îndrăgostit numai de ea,14. Pe aripi de vânt,19. Mă întreaba inima,4. Cum am ajuns să te iubesc,7. Drumurile noastre,26. Mi-e sete de tine,31. Noapte caldă
82,19,30,19. Mă întreaba inima,2. Două mâini,16. Dansează amândoi,1. Cât de departe,30. Dragostea rămâne,15. Până vara viitoare,24. Cele două cuvinte,9. Iubirea schimbă tot,27. Defectul tău sunt eu
83,28,37,13. Ochii ăia verzi,28. Secret discret,20. Pământul,35. Doar cu tine,25. Scapă-mă de ea,36. Dincolo de noi,12. Cu un picior în rai,37. Mai stai,34. Pentru că
84,15,32,32. Vino la mine,30. Dragostea rămâne,9. Iubirea schimbă tot,22. Vals,20. Pământul,6. Fericirea are chipul tău,28. Secret discret,4. Cum am ajuns să te iubesc,15. Până vara viitoare
85,27,38,37. Mai stai,26. Mi-e sete de tine,11. Noi simțim la fel,1. Cât de departe,38. Paraschivo,36. Dincolo de noi,23. Îndrăgostit (deși n-am vrut),6. Fericirea are chipul tău,27. Defectul tău sunt eu
86,26,37,27. Defectul tău sunt eu,37. Mai stai,26. Mi-e sete de tine,5. Nebun de alb,30. Dragostea rămâne,17. Inimi desenate,12. Cu un picior în rai,34. Pentru că,21. Iubește-mă
87,16,35,18. De unde vii la ora asta?,6. Fericirea are chipul tău,19. Mă întreaba inima,9. Iubirea schimbă tot,14. Pe aripi de vânt,16. Dansează amândoi,35. Doar cu tine,27. Defectul tău sunt eu,12. Cu un picior în rai
88,14,38,"8. Cine, cine",13. Ochii ăia verzi,38. Paraschivo,6. Fericirea are chipul tău,33. Ce e dragostea?,30. Dragostea rămâne,14. Pe aripi de vânt,2. Două mâini,20. Pământul
89,30,38,28. Secret discret,38. Paraschivo,13. Ochii ăia verzi,18. De unde vii la ora asta?,31. Noapte caldă,23. Îndrăgostit (deși n-am vrut),32. Vino la mine,21. Iubește-mă,30. Dragostea rămâne
90,28,38,38. Paraschivo,6. Fericirea are chipul tău,33. Ce e dragostea?,27. Defectul tău sunt eu,36. Dincolo de noi,25. Scapă-mă de ea,7. Drumurile noastre,18. De unde vii la ora asta?,28. Secret discret
91,23,37,27. Defectul tău sunt eu,6. Fericirea are chipul tău,33. Ce e dragostea?,37. Mai stai,29. În lipsa mea,9. Iubirea schimbă tot,2. Două mâini,23. Îndrăgostit (deși n-am vrut),22. Vals
92,12,38,12. Cu un picior în rai,15. Până vara viitoare,11. Noi simțim la fel,9. Iubirea schimbă tot,38. Paraschivo,30. Dragostea rămâne,10. Să nu-mi iei niciodată dragostea,"8. Cine, cine",33. Ce e dragostea?
93,33,37,34. Pentru că,14. Pe aripi de vânt,9. Iubirea schimbă tot,21. Iubește-mă,19. Mă întreaba inima,33. Ce e dragostea?,1. Cât de departe,37. Mai stai,11. Noi simțim la fel
94,32,36,29. În lipsa mea,20. Pământul,33. Ce e dragostea?,10. Să nu-mi iei niciodată dragostea,32. Vino la mine,28. Secret discret,36. Dincolo de noi,"8. Cine, cine",26. Mi-e sete de tine
95,20,38,1. Cât de departe,3. M-am îndrăgostit numai de ea,20. Pământul,33. Ce e dragostea?,12. Cu un picior în rai,38. Paraschivo,15. Până vara viitoare,34. Pentru că,10. Să nu-mi iei niciodată dragostea
96,19,37,6. Fericirea are chipul tău,12. Cu un picior în rai,21. Iubește-mă,25. Scapă-mă de ea,1. Cât de departe,27. Defectul tău sunt eu,37. Mai stai,19. Mă întreaba inima,2. Două mâini
97,15,38,5. Nebun de alb,7. Drumurile noastre,15. Până vara viitoare,36. Dincolo de noi,33. Ce e dragostea?,38. Paraschivo,21. Iubește-mă,29. În lipsa mea,17. Inimi desenate
98,11,27,20. Pământul,22. Vals,27. Defectul tău sunt eu,6. Fericirea are chipul tău,9. Iubirea schimbă tot,11. Noi simțim la fel,19. Mă întreaba inima,26. Mi-e sete de tine,4. Cum am ajuns să te iubesc
99,17,26,1. Cât de departe,17. Inimi desenate,10. Să nu-mi iei niciodată dragostea,9. Iubirea schimbă tot,13. Ochii ăia verzi,20. Pământul,26. Mi-e sete de tine,22. Vals,2. Două mâini
100,26,38,1. Cât de departe,11. Noi simțim la fel,38. Paraschivo,5. Nebun de alb,12. Cu un picior în rai,26. Mi-e sete de tine,28. Secret discret,36. Dincolo de noi,21. Iubește-mă
101,8,38,24. Cele două cuvinte,3. M-am îndrăgostit numai de ea,38. Paraschivo,11. Noi simțim la fel,33. Ce e dragostea?,19. Mă întreaba inima,5. Nebun de alb,1. Cât de departe,"8. Cine, cine"
102,11,33,11. Noi simțim la fel,2. Două mâini,3. M-am îndrăgostit numai de ea,12. Cu un picior în rai,32. Vino la mine,33. Ce e dragostea?,18. De unde vii la ora asta?,27. Defectul tău sunt eu,23. Îndrăgostit (deși n-am vrut)
103,24,38,16. Dansează amândoi,12. Cu un picior în rai,25. Scapă-mă de ea,24. Cele două cuvinte,33. Ce e dragostea?,38. Paraschivo,10. Să nu-mi iei niciodată dragostea,29. În lipsa mea,22. Vals
104,24,38,1. Cât de departe,38. Paraschivo,28. Secret discret,2. Două mâini,36. Dincolo de noi,5. Nebun de alb,24. Cele două cuvinte,30. Dragostea rămâne,35. Doar cu tine
105,32,38,4. Cum am ajuns să te iubesc,34. Pentru că,26. Mi-e sete de tine,17. Inimi desenate,37. Mai stai,15. Până vara viitoare,38. Paraschivo,24. Cele două cuvinte,32. Vino la mine
106,14,36,3. M-am îndrăgostit numai de ea,21. Iubește-mă,11. Noi simțim la fel,29. În lipsa mea,36. Dincolo de noi,12. Cu un picior în rai,32. Vino la mine,2. Două mâini,14. Pe aripi de vânt
107,12,35,35. Doar cu tine,"8. Cine, cine",11. Noi simțim la fel,10. Să nu-mi iei niciodată dragostea,31. Noapte caldă,12. Cu un picior în rai,26. Mi-e sete de tine,22. Vals,2. Două mâini
108,20,34,3. M-am îndrăgostit numai de ea,29. În lipsa mea,6. Fericirea are chipul tău,11. Noi simțim la fel,26. Mi-e sete de tine,18. De unde vii la ora asta?,20. Pământul,27. Defectul tău sunt eu,34. Pentru că
109,21,34,"8. Cine, cine",21. Iubește-mă,5. Nebun de alb,9. Iubirea schimbă tot,30. Dragostea rămâne,2. Două mâini,34. Pentru că,27. Defectul tău sunt eu,25. Scapă-mă de ea
110,15,33,15. Până vara viitoare,5. Nebun de alb,11. Noi simțim la fel,2. Două mâini,25. Scapă-mă de ea,22. Vals,26. Mi-e sete de tine,14. Pe aripi de vânt,33. Ce e dragostea?
111,28,36,11. Noi simțim la fel,26. Mi-e sete de tine,36. Dincolo de noi,"8. Cine, cine",22. Vals,32. Vino la mine,35. Doar cu tine,28. Secret discret,23. Îndrăgostit (deși n-am vrut)
112,27,38,31. Noapte caldă,3. M-am îndrăgostit numai de ea,34. Pentru că,20. Pământul,27. Defectul tău sunt eu,38. Paraschivo,4. Cum am ajuns să te iubesc,25. Scapă-mă de ea,37. Mai stai
113,12,27,22. Vals,3. M-am îndrăgostit numai de ea,7. Drumurile noastre,20. Pământul,25. Scapă-mă de ea,27. Defectul tău sunt eu,11. Noi simțim la fel,9. Iubirea schimbă tot,12. Cu un picior în rai
114,24,38,11. Noi simțim la fel,26. Mi-e sete de tine,28. Secret discret,36. Dincolo de noi,16. Dansează amândoi,38. Paraschivo,"8. Cine, cine",17. Inimi desenate,24. Cele două cuvinte
115,9,23,23. Îndrăgostit (deși n-am vrut),13. Ochii ăia verzi,21. Iubește-mă,9. Iubirea schimbă tot,4. Cum am ajuns să te iubesc,5. Nebun de alb,3. M-am îndrăgostit numai de ea,6. Fericirea are chipul tău,11. Noi simțim la fel
116,11,27,27. Defectul tău sunt eu,19. Mă întreaba inima,6. Fericirea are chipul tău,9. Iubirea schimbă tot,22. Vals,17. Inimi desenate,11. Noi simțim la fel,4. Cum am ajuns să te iubesc,7. Drumurile noastre
117,9,37,20. Pământul,14. Pe aripi de vânt,26. Mi-e sete de tine,9. Iubirea schimbă tot,2. Două mâini,4. Cum am ajuns să te iubesc,10. Să nu-mi iei niciodată dragostea,11. Noi simțim la fel,37. Mai stai
118,5,35,16. Dansează amândoi,4. Cum am ajuns să te iubesc,13. Ochii ăia verzi,14. Pe aripi de vânt,1. Cât de departe,35. Doar cu tine,19. Mă întreaba inima,5. Nebun de alb,7. Drumurile noastre
119,25,32,15. Până vara viitoare,23. Îndrăgostit (deși n-am vrut),31. Noapte caldă,9. Iubirea schimbă tot,25. Scapă-mă de ea,7. Drumurile noastre,32. Vino la mine,21. Iubește-mă,26. Mi-e sete de tine
120,20,36,1. Cât de departe,31. Noapte caldă,27. Defectul tău sunt eu,17. Inimi desenate,14. Pe aripi de vânt,20. Pământul,26. Mi-e sete de tine,24. Cele două cuvinte,36. Dincolo de noi
121,15,34,15. Până vara viitoare,26. Mi-e sete de tine,34. Pentru că,2. Două mâini,16. Dansează amândoi,20. Pământul,5. Nebun de alb,14. Pe aripi de vânt,19. Mă întreaba inima
122,25,37,35. Doar cu tine,31. Noapte caldă,14. Pe aripi de vânt,13. Ochii ăia verzi,25. Scapă-mă de ea,3. M-am îndrăgostit numai de ea,24. Cele două cuvinte,37. Mai stai,26. Mi-e sete de tine
123,19,38,"8. Cine, cine",30. Dragostea rămâne,34. Pentru că,38. Paraschivo,16. Dansează amândoi,36. Dincolo de noi,2. Două mâini,19. Mă întreaba inima,6. Fericirea are chipul tău
